outlet_id,outlet_name,state,city_or_scope,website,website_active,sustained_journalism,immigrant_or_diaspora_serving,institutional_form,public_institutional_signals,eligibility_status,primary_evidence_url,verification_notes,analysis_tier,core_inclusion,source_file,source_row_number
NY044,Noticia Long Island,,Long Island,https://noticiali.com/,likely_yes,yes,yes,Spanish-language Long Island community newspaper/digital outlet,Latino local-news identity; Long Island community focus,pending_deeper_verification,https://noticiali.com/,Strong candidate; verify current ownership/cadence and resolve duplication with NY008.,pending_verification,no,data/verification/new_york_verification_v1.csv,45
NY029,Nowy Dziennik / Polish Weekly,,NYC metro,https://dziennik.com/,yes,yes,yes,Polish-language weekly serving New York metro,active Polish diaspora news; current publisher/headquarters reported in New Jersey,move_to_new_jersey_or_multistate,https://dziennik.com/,Do not count as strictly New York-based if state coding follows current institutional headquarters; preserve as NY-market outlet.,other_review_status,no,data/verification/new_york_verification_v1.csv,30
SC003,Nuestro Estado,,Charleston / statewide,https://nuestroestado.com/,yes,yes,yes,Spanish-language digital newsroom,explicit community-centered journalism mission; undocumented people at core of audience; statewide Spanish-speaking focus,verified_include,https://nuestroestado.com/sobre-nosotros-3/,Very strong immigrant-serving fit.,core_verified,yes,data/verification/south_carolina_verification_v1.csv,4
NJ007,Panjab Express,,Avenel / statewide & diaspora,https://www.panjabexpress.com/,yes,yes,yes,Punjabi-English digital newspaper published by BKS TIMES LLC,publisher based in Avenel; covers New Jersey U.S. Punjab and diaspora affairs; editorial and corrections policies public,verified_include,https://www.panjabexpress.com/about,Strong Punjabi diaspora case with visible editorial infrastructure.,core_verified,yes,data/verification/new_jersey_verification_v1.csv,8
NY017,Parikh Worldwide Media,,NYC metro,https://www.newsindiatimes.com/,yes,no_as_single_outlet,yes,Indian-American media parent/group,"owns/publishes News India Times, Desi Talk, Gujarat Times and other properties",classify_intermediary_host,https://newsindiatimes.com/about-us/,"Do not count as an outlet. Add to host/network table, based in New Jersey.",other_review_status,no,data/verification/new_york_verification_v1.csv,18
SC006,Pasa La Voz Noticias,,South Carolina / Georgia,https://pasalavoznoticias.org/,yes,yes,yes,independent Spanish-language newsroom,current 2026 reporting; named team; explicit service-journalism mission for Latinx communities in SC and GA,verified_include,https://pasalavoznoticias.org/sobre-nosotros-2/,Excellent core immigrant-serving case.,core_verified,yes,data/verification/south_carolina_verification_v1.csv,7
KS001,Planeta Venus,,Wichita / statewide,https://www.planetavenus.online/,yes,yes,yes,bilingual/Spanish digital and print newsroom,"statewide digital reach and print distribution in Wichita, Emporia, Great Bend, Coffeyville, Garden City, Dodge City, Liberal and other Latino communities; independent reporting and fact-checking",verified_include,https://www.planetavenus.online/pvythejournal,Excellent statewide Latino journalism case.,core_verified,yes,data/verification/kansas_verification_v1.csv,2
AZ002,Prensa Arizona,,Phoenix / statewide,https://prensaarizona.com/,yes,yes,yes,Spanish-language print/digital community outlet,identified as one of Arizona's surviving Spanish-language print publications; active current site,verified_include_with_secondary_evidence,https://www.phoenixmag.com/2026/03/01/waiting-for-translation/,Strong Spanish-language community news case; deeper institutional coding needed.,core_verified,yes,data/verification/arizona_verification_v1.csv,3
NY039,QNS / Queens community ethnic-media products,,Queens / NYC,https://qns.com/,yes,yes,unclear,local commercial media parent/platform,Queens local journalism; potential ethnic/community products,classify_host_or_comparison,https://qns.com/,Do not count parent as immigrant outlet without a distinct sustained immigrant/language product.,contextual_noncore,no,data/verification/new_york_verification_v1.csv,40
NY043,Queens Latino,,Queens / NYC,,unresolved,unresolved,likely_yes,unresolved Spanish-language local candidate,exact current outlet identity not established,hold_unresolved,,Do not include until a distinct current organization is verified.,hold_for_review,no,data/verification/new_york_verification_v1.csv,44
NJ001,Radio Jornalera NJ,,Newark / statewide,,yes_via_current_reporting,yes,yes,grassroots immigrant-worker radio/digital outlet launched by Resistencia en Acción,active 2026 on-the-ground reporting; eight shows; Spanish-speaking immigrant-worker audience; volunteer/community journalism model,verified_include_with_secondary_evidence,https://www.theguardian.com/us-news/2026/jun/13/radio-jornalera-new-jersey-immigration-detention-center,Excellent immigrant-led grassroots media case; direct website/social metadata should be added later.,core_verified,yes,data/verification/new_jersey_verification_v1.csv,2
SC017,Radio Revive,,Statewide,https://radiorevive.com/,current_listing,unclear_news_share,yes,online Spanish-language radio,South Carolina DPH lists current statewide online radio service,pending_verification,https://dph.sc.gov/professionals/public-health-data/data-care-dtc/data-care-dtc-latinx-resources,Retain pending direct evidence of sustained journalism/public-affairs programming.,pending_verification,no,data/verification/south_carolina_verification_v1.csv,18
FL010,Radyo FANM / Vwa FANM,,Miami / South Florida,,yes_via_host,yes_public_affairs,yes,Haitian Creole community radio program hosted by Family Action Network Movement,2026 Little Haiti Book Festival guide documents 28-year program on WLVQ 1320 AM covering health,economic empowerment,family and community issues,verified_include_hosted_program,other_review_status,no,data/verification/florida_verification_v1.csv,11
FL005,Radyo Lekol,,Miami-Dade,https://www.wlrn.org/show/radyo-lekol,yes,yes_public_service_news,yes,Haitian Creole hosted educational-news program on WLRN,weekday 25-minute Haitian Creole news/information program produced by Miami-Dade County Public Schools,verified_include_hosted_program,https://www.wlrn.org/show/radyo-lekol,Important hosted public-service language program.,core_verified,yes,data/verification/florida_verification_v1.csv,6
NJ002,Reporte Hispano,,Statewide,https://reportehispano.com/,yes,yes,yes,Spanish-language print/digital news outlet,active Sept. 2026 local New Jersey immigration health economy and community reporting,verified_include,https://reportehispano.com/,Strong current statewide Latino newsroom.,core_verified,yes,data/verification/new_jersey_verification_v1.csv,3
NH004,Rumbo - New Hampshire market,,Nashua / Manchester / Merrimack Valley,,historical_or_unclear,historically_yes,yes,"Spanish-language weekly based in Lawrence, Massachusetts",historically served Nashua and Manchester; current 2026 operation not established in first pass,pending_verification,https://www.nhbr.com/spanish-language-paper-finds-a-home-in-region-2/,Retain as historical/multistate market case pending current evidence.,pending_verification,no,data/verification/new_hampshire_verification_v1.csv,5
NY027,Russian Bazaar,,Brooklyn / NYC,https://russian-bazaar.com/,likely_yes,yes,yes,Russian-language community newspaper,active brand/site; longstanding Brooklyn Russian-speaking readership,pending_deeper_verification,https://russian-bazaar.com/,Retain; current institutional page/ownership needs verification.,pending_verification,no,data/verification/new_york_verification_v1.csv,28
AZ009,Saigon Nho / Little Saigon Magazine Arizona,,Phoenix,https://asianmedianetwork.com/,yes_via_parent,yes_mixed_magazine,yes,Vietnamese-language weekly magazine/media product,parent explicitly lists Saigon Nho Magazine as weekly Vietnamese affiliate,verified_include_mixed_format,https://asianmedianetwork.com/about-us/,Useful Vietnamese community-media case.,core_verified,yes,data/verification/arizona_verification_v1.csv,10
NM008,Santa Fe New Mexican Spanish-language product,,Santa Fe,https://www.santafenewmexican.com/,yes_parent,unclear_spanish_journalism,partly,mainstream local newsroom with statutory Spanish legal-notice role,"active 2026 newsroom; statute recognizes paper for Spanish legal notices, but sustained immigrant-serving Spanish journalism not demonstrated",comparison_or_exclude_core,https://law.justia.com/codes/new-mexico/chapter-14/article-11/section-14-11-13/,Do not count as immigrant-serving core on legal-notice status alone.,contextual_noncore,no,data/verification/new_mexico_verification_v1.csv,9
SC009,SC Live TV,,Statewide,https://sclivetv.com/,current_listing,mixed_news_entertainment,yes,Latino online TV/media outlet,"South Carolina Commission for Minority Affairs describes entertainment, music, shows and breaking news; statewide Latino-media role",verified_include_mixed_format,https://www.scstatehouse.gov/reports/aar2024/L460.pdf,Eligible as mixed-format Latino media; code journalism share separately.,core_verified,yes,data/verification/south_carolina_verification_v1.csv,10
NY024,Shukan NY Seikatsu,,New York City,https://www.nyseikatsu.com/,yes,yes,yes,Japanese-language weekly newspaper,publisher; NYC address; weekly frequency; circulation; NY-area local news and living information,verified_include,https://www.nyseikatsu.com/english-page/05/2018/5451/,Strong current Japanese expatriate/immigrant community case.,core_verified,yes,data/verification/new_york_verification_v1.csv,25
NY021,Sing Tao Daily New York,,New York City,https://www.singtaousa.com/,likely_yes,yes,yes,Chinese-language daily/community edition,longstanding NY operation; local/international news; immigrant Chinese readership,verified_include_with_secondary_evidence,https://www.nysenate.gov/legislation/resolutions/2019/2019-j2040,Strong diaspora case; update with direct 2026 institutional page later.,core_verified,yes,data/verification/new_york_verification_v1.csv,22
NY023,SinoVision,,New York City,https://sinovision.net/,no_current_network,historically_yes,yes,former Chinese-language television network,historical NYC Chinese-language network; television network reported closed Sept. 2024,exclude_inactive,https://en.wikipedia.org/wiki/SinoVision,Retain in archival registry only unless a successor digital newsroom is separately verified.,other_review_status,no,data/verification/new_york_verification_v1.csv,24
AZ004,Telemundo Arizona,,Phoenix / Tucson / statewide,https://www.telemundoarizona.com/,yes,yes,yes,Spanish-language local television newsroom,Phoenix Magazine documents established local Spanish-language newsroom and community-centered newsgathering,verified_include,https://www.phoenixmag.com/2026/03/01/waiting-for-translation/,Strong network-affiliated Spanish-language case.,core_verified,yes,data/verification/arizona_verification_v1.csv,5
NM001,Telemundo Nuevo México,,Albuquerque / statewide,,yes_market_presence,yes,yes,Spanish-language local television newsroom,2025 statewide ecosystem study identifies Telemundo TV as one of only four outlets providing local news in Spanish,verified_include_with_ecosystem_evidence,https://iprsoftwaremedia.com/175/files/202511/NewsMapFullReport.pdf,Strong Spanish local-news case; add station call sign/ownership/direct site in deeper pass.,core_verified,yes,data/verification/new_mexico_verification_v1.csv,2
SC018,Telemundo South Carolina / GrayTV Telemundo,,Greenville / statewide,https://www.telemundogreenvillesc.com/,yes,yes,yes,Spanish-language local television newsroom within Gray Media,active 2026 local South Carolina Spanish-language news operation,verified_include,https://www.telemundogreenvillesc.com/,Strong large-network local-news comparison case.,core_verified,yes,data/verification/south_carolina_verification_v1.csv,19
FL007,The Florida News,,Miami / Orlando / Tampa / West Palm Beach,https://www.theflorida.news/,yes,yes,yes,independent Spanish-language statewide/local digital newsroom,current 2026 reporting; explicitly describes itself as independent journalism for Florida's Latino community across major metros,verified_include,https://www.theflorida.news/,Strong multi-metro Latino newsroom.,core_verified,yes,data/verification/florida_verification_v1.csv,8
NY002,The Haitian Times,,Brooklyn / NYC,https://haitiantimes.com/,yes,yes,yes,Haitian diaspora newsroom,current reporting; donation-supported journalism; newsroom by/for Haitians; diaspora coverage,verified_include,https://haitiantimes.com/donate/,Strong core diaspora case; current site blocked on some pages but active publication is clear.,core_verified,yes,data/verification/new_york_verification_v1.csv,3
FL009,The Haitian Times - Florida service,,South Florida market,https://haitiantimes.com/,yes,yes,yes,Haitian-American national/diaspora newsroom based outside Florida,substantial Haitian diaspora reporting relevant to South Florida; not Florida-based,multistate_market_case,https://haitiantimes.com/,Do not count as Florida-based; retain as major Florida-serving diaspora outlet.,contextual_noncore,no,data/verification/florida_verification_v1.csv,10
VA009,The Korean Weekly,,Fairfax / Northern Virginia,,unclear_current_operation,historically_or_likely_yes,yes,Korean-language weekly newspaper,current Korean business directory lists Fairfax office,but newsroom cadence/website not established,pending_deeper_verification,https://dc.koreaportal.com/yp/yp_list.php?index=9&mcode=med&scode=med_02,other_review_status,no,data/verification/virginia_verification_v1.csv,10
NY030,The National Herald,,New York City,https://www.thenationalherald.com/,yes,yes,yes,Greek-American newspaper/digital newsroom,Greek diaspora news; English/Greek coverage; NYC institutional presence,verified_include,https://www.thenationalherald.com/,Strong Greek-American diaspora case.,core_verified,yes,data/verification/new_york_verification_v1.csv,31
SC008,Universal Latin News Charleston,,Charleston / Lowcountry,https://universallatinnews.com/,yes,yes,yes,Spanish-language online newspaper/digital platform,current 2026 local reporting; publisher identified; local media profile documents Spanish-language information-hub role,verified_include,https://universallatinnews.com/,Strong current Lowcountry case.,core_verified,yes,data/verification/south_carolina_verification_v1.csv,9
AZ005,Univision Arizona,,Phoenix / Tucson,https://www.univision.com/local/arizona-ktvw,yes,yes,yes,Spanish-language local television newsroom/network affiliate,current local Arizona Spanish-language news presence,verified_include,https://www.univision.com/local/arizona-ktvw,Strong network-affiliated case.,core_verified,yes,data/verification/arizona_verification_v1.csv,6
NM002,Univision Nuevo México,,Albuquerque / statewide,,yes_market_presence,yes,yes,Spanish-language local television newsroom,2025 statewide ecosystem study identifies Univision TV among only four local Spanish-news outlets,verified_include_with_ecosystem_evidence,https://iprsoftwaremedia.com/175/files/202511/NewsMapFullReport.pdf,Strong local Spanish-news case; direct local station metadata should be added later.,core_verified,yes,data/verification/new_mexico_verification_v1.csv,3
AZ010,VAATV - Vietnamese American Arizona Television,,Phoenix,https://asianmedianetwork.com/,yes_via_parent,unclear_news_share,yes,Vietnamese-American television/community media product,parent lists VAATV as Vietnamese affiliate platform,pending_deeper_verification,https://asianmedianetwork.com/about-us/,Retain; verify current schedule and sustained journalism/public-affairs share.,pending_verification,no,data/verification/arizona_verification_v1.csv,11
SC010,VaqueVA Revista,,Beaufort / Hilton Head / Lowcountry,,current_public_listing,mixed_magazine_radio,yes,Spanish-language magazine and online radio,South Carolina DPH and state minority-affairs records identify magazine/online radio serving Hilton Head/Bluffton area,verified_include_mixed_format,https://dph.sc.gov/professionals/public-health-data/data-care-dtc/data-care-dtc-latinx-resources,Eligible as mixed-format immigrant-serving media; direct website/current staff not established.,core_verified,yes,data/verification/south_carolina_verification_v1.csv,11
VA005,VATV / Viet Washington DC Radio,,Falls Church / Northern Virginia / DMV,https://vietwdcradio.com/,yes,yes_mixed_news_culture,yes,Vietnamese-American radio/television/community media operation,current 2026 site offers news updates,community news and political/economic coverage; Falls Church studio listed,verified_include_mixed_format,https://vietwdcradio.com/,other_review_status,no,data/verification/virginia_verification_v1.csv,6
VA007,VirginiaHispano.com,,Statewide,https://www.virginiahispano.com/,yes,mixed_news_directory,yes,Spanish-language statewide directory/news portal,current 2026 site provides Virginia news,events and service information for Hispanic/Latino community,verified_include_mixed_format,https://www.virginiahispano.com/index.php,other_review_status,no,data/verification/virginia_verification_v1.csv,8
VA006,VirginiaLatino.com,,Statewide,https://www.virginialatino.com/,yes,mixed_news_directory,yes,Spanish-language community directory/news portal,current 2026 site offers Virginia news,events,services,embassies and community information,other_review_status,no,data/verification/virginia_verification_v1.csv,7
NH002,Visibles,,Statewide,https://www.nhpr.org/visibles-stories-from-our-community,yes,yes_series,yes,Latino community storytelling series within Qué Hay de Nuevo,multi-season original reporting focused on New Hampshire Latino community life,verified_include_hosted_program,https://www.nhpr.org/visibles-stories-from-our-community,Program-level case linked to NH001 host/product.,core_verified,yes,data/verification/new_hampshire_verification_v1.csv,3
MD001,Washington Hispanic,,Silver Spring / DMV,https://washingtonhispanic.com/,yes,yes,yes,Spanish-language weekly/digital newspaper,company headquarters documented in Silver Spring; founded 1994; serves Spanish-speaking DMV communities,verified_include_with_directory_evidence,https://asequent.com/app/admin/assets/img/184301A_EPM_100_PROOF_R1.pdf,Strong Maryland-based Latino newspaper; deeper pass should use current outlet contact/about page if available.,core_verified,yes,data/verification/maryland_verification_v1.csv,2
MD007,Washington Hispanic DMV products,,Silver Spring / DMV,https://washingtonhispanic.com/,yes_via_host,yes_via_host,yes,supplement/digital products within Washington Hispanic,host publishes related community information products under same organization,classify_hosted_product_or_duplicate,https://asequent.com/app/admin/assets/img/184301A_EPM_100_PROOF_R1.pdf,Do not double-count separately from MD001 unless product-level analysis requires it.,other_review_status,no,data/verification/maryland_verification_v1.csv,8
NY013,Weekly Thikana,,Queens / NYC,https://thikana.us/,yes,yes,yes,Bangladeshi diaspora multi-platform media group,founded in NY; newspaper/IPTV/digital; diaspora mission; government/community campaigns,verified_include,https://thikanagroup.com/,Very strong Bangladeshi diaspora institutional case.,core_verified,yes,data/verification/new_york_verification_v1.csv,14
KS009,Wichita Journalism Collaborative,,Wichita,https://wichitajournalism.org/,yes,no_as_single_outlet,partly,journalism collaborative/intermediary,current collaborative publishes partner work including Planeta Venus and other local outlets,classify_intermediary_host,https://wichitajournalism.org/,Important infrastructure layer; do not count as immigrant outlet.,other_review_status,no,data/verification/kansas_verification_v1.csv,10
NY022,World Journal New York,,Queens / NYC,https://www.worldjournal.com/,yes,yes,yes,large Chinese-language commercial newspaper/network,NY headquarters; daily Chinese-language journalism; multi-city network,verified_include,https://www.worldjournal.com/,Strong large-network comparison.,core_verified,yes,data/verification/new_york_verification_v1.csv,23
FL003,WQVN 1360,,Miami / South Florida,https://wqvn.com/,yes,mixed_news_talk_entertainment,yes,Haitian community radio station,current schedule includes talk,health,finance and community programs; station describes itself as Haitian Voice of Miami,verified_include_mixed_format,other_review_status,no,data/verification/florida_verification_v1.csv,4
FL004,WSRF 1580 AM / 99.5 FM,,South Florida,https://wsrf.com/,yes,yes_mixed_radio,yes,Haitian-American radio station,over four decades; Creole/French programming; local/international news and community talk across Miami,Fort Lauderdale and Palm Beach,verified_include_mixed_format,https://wsrf.com/about-lat/,other_review_status,no,data/verification/florida_verification_v1.csv,5
NH001,"¿Qué Hay de Nuevo, New Hampshire?",,Statewide,https://www.nhpr.org/noticias-en-espanol,yes,yes,yes,Spanish-language newsroom/product within New Hampshire Public Radio,publishes news updates four times weekly via WhatsApp and NHPR.org; bilingual team publicly identified; created to serve Spanish speakers and Latino community,verified_include_hosted_language_product,https://www.nhpr.org/noticias-en-espanol,Excellent hosted language-access journalism case.,core_verified,yes,data/verification/new_hampshire_verification_v1.csv,2
AL005,Alabama TV,Alabama,,,unclear_current_operation,unclear,yes_latino_listing,Spanish-language television outlet listed in Latino-media map,CUNY Latino Media Map lists Alabama TV; no sufficiently specific current outlet identity or institutional site confirmed,pending_verification,https://thelatinomediareport.journalism.cuny.edu/toggle-states/,"Do not place in active verified frame yet. Needs exact current station identity, ownership, and journalism/public-affairs verification.",pending_verification,no,data/verification/alabama_verification_v1.csv,6
AL004,Hola Alabama Magazine,Alabama,Birmingham / statewide,https://holalatino.com/,yes,yes,yes,bilingual Spanish-Portuguese monthly magazine within Hola Latino,"monthly publication; local news; legal, health, business and family information; statewide Latino/New American audience",verified_include_hosted_program,https://holalatino.com/sales-package/,Eligible as a program/publication within Hola Latino rather than a fully separate organization. Use host-organization linkage in master database.,core_verified,yes,data/verification/alabama_verification_v1.csv,5
AL003,Hola Latino Radio,Alabama,Birmingham / statewide,https://holalatino.com/,yes,yes_mixed_with_music,yes,Spanish-language radio and digital media operation,current site; radio stream; podcasts; New Americans news/information; events; advertising structure,verified_include,https://holalatino.com/,"Eligible. News and public-information functions are explicit, though programming also includes music and promotional content.",core_verified,yes,data/verification/alabama_verification_v1.csv,4
AL001,Latino News,Alabama,Birmingham / statewide,https://latino-news.com/,yes,yes,yes,Spanish-language newspaper; Latino News LLC,current 2026 editions; named director/president; Alabama Press Association listing; immigration/local/state coverage; 14-county reach,verified_include,https://latino-news.com/,Strong active fit. Current 2026 digital/print editions and explicit Hispanic-community mission are publicly documented.,core_verified,yes,data/verification/alabama_verification_v1.csv,2
AL002,LIDER News,Alabama,Birmingham / statewide,https://www.lider.fm/,yes,yes,yes,Spanish-language newspaper/radio/TV network; Horizon Entertainment Inc. d/b/a Lider News,current 2026 Alabama and migration coverage; Alabama Press Association listing; weekly print distribution; advertising-funded; radio/TV presence,verified_include,https://www.lider.fm/,Strong active fit. Institutional evidence supports a multi-platform Spanish-language community news operation.,core_verified,yes,data/verification/alabama_verification_v1.csv,3
AL006,Vida em Alabama,Alabama,Birmingham / statewide,https://holalatino.com/,yes,yes_mixed_format,yes,Portuguese-language Brazilian-immigrant initiative within Hola Latino,explicitly created for new Brazilian immigrants; Portuguese-language information/news; print/digital content; advertising structure,verified_include_hosted_program,https://holalatino.com/,"Eligible as a hosted immigrant-serving media program, not a separate parent organization. Link to Hola Latino as host.",core_verified,yes,data/verification/alabama_verification_v1.csv,7
AK003,Alaska Korean Community News,Alaska,Anchorage / statewide,https://knewsak907.com/,yes,yes,yes,Korean-language newspaper and digital outlet,Current September 2026 publication; 2026 merger retained distinct publication identities with alternating print schedule,verified_include_core_shared_operation,https://knewsak907.com/,Retain distinct outlet identity while linking operational consolidation with AK002.,core_verified,yes,data/verification/alaska_verification_v1.csv,4
AK002,Anchorage Korean News,Alaska,Anchorage / statewide,https://akn907.com/,yes,yes,yes,bilingual Korean-English newspaper and digital outlet,Current September 2026 Alaska and Korean-community reporting; 2026 merger reporting says it now operates jointly with Alaska Korean Community News,verified_include_core,https://akn907.com/,Count as distinct editorial product but note shared operation.,core_verified,yes,data/verification/alaska_verification_v1.csv,3
AK001,Sol de Medianoche,Alaska,Anchorage / statewide,https://www.soldemedianochenews.org/,yes,yes,yes,bilingual Latino newspaper and digital outlet,Official site identifies itself as Alaska's first bilingual newspaper and says it serves Latino information needs; current September 2026 reporting and print edition visible,verified_include_core,https://soldemedianochenews.org/en/about-us/,Strong core inclusion.,core_verified,yes,data/verification/alaska_verification_v1.csv,2
AR001,Arkansas GRITA,Arkansas,Northwest Arkansas / statewide expansion,https://arkansasgrita.com/,yes,yes,yes,community-led nonprofit-style investigative newsroom,About page identifies mission as amplifying migrant-neighbor voices and publishes recurring 2026 investigations on immigration enforcement; team and editorial independence standards publicly listed,verified_include_core,https://arkansasgrita.com/about/,Strong immigrant-centered investigative newsroom.,core_verified,yes,data/verification/arkansas_verification_v1.csv,2
AR002,Chikin Melele News,Arkansas,Springdale / U.S. Marshallese diaspora,https://chikinmelele.com/,yes,yes,yes,Marshallese diaspora newspaper/digital outlet,Official site says it shares news across U.S. and Central Pacific in English Marshallese and Chuukese; founded in Springdale and active with 2026 reporting,verified_include_core,https://chikinmelele.com/celebrating-5-years-of-chikin-melele-news/,Strong diaspora journalism case with translocal scope.,core_verified,yes,data/verification/arkansas_verification_v1.csv,3
AR003,La Prensa Libre AR,Arkansas,Northwest Arkansas / River Valley / Southwest Missouri,,yes,yes,yes,Spanish-language weekly newspaper owned by Northwest Arkansas Newspapers LLC,NWA Media identifies it as a weekly publication; September 2026 profile documents active two-person newsroom producing 16-page Spanish newspaper with 19 stories in latest issue,verified_include_core,https://www.wholehogsportsnetwork.com/,Website identity is less clear than print/app presence but current operation is strongly documented.,core_verified,yes,data/verification/arkansas_verification_v1.csv,4
AR004,Telemundo Arkansas,Arkansas,Statewide,https://telemundoarkansas.com/,yes,yes,yes,Spanish-language television and digital newsroom,Current site publishes daily Arkansas local news in Spanish and community coverage,verified_include_core,https://telemundoarkansas.com/,Core language-serving broadcast/digital outlet.,core_verified,yes,data/verification/arkansas_verification_v1.csv,5
CA026,Al Enteshar Newspaper,California,Los Angeles / Southern California,https://alentesharnewspaper.com/,yes,yes,yes,independent Arabic-English community newspaper,active weekly issues; office; independent ownership claim,verified_include,https://alentesharnewspaper.com/about/,Strong Arab-American community-media case.,core_verified,yes,data/verification/california_verification_v1.csv,27
CA016,Alhambra Source,California,Alhambra,https://alhambrasource.org/,no_current_operation,historically_yes,historically_yes,former nonprofit community newsroom,closure documented,exclude_inactive,https://www.alhambralatinoassociation.com/community-partners,"Closed in 2020. Retain only in archival/inactive registry, not active sampling frame.",other_review_status,no,data/verification/california_verification_v1.csv,17
CA008,Asian Journal,California,Los Angeles / California,https://asianjournal.com/,yes,yes,yes,Filipino American newspaper/digital newsroom,current California coverage; editorial/newsroom structure visible,verified_include,https://asianjournal.com/,Explicit Filipino-American community newspaper with active California coverage.,core_verified,yes,data/verification/california_verification_v1.csv,9
CA017,ChicoSol News,California,Chico,https://chicosol.org/,yes,yes,yes,nonprofit/fiscally sponsored multicultural local newsroom,mission; fiscal sponsor; advisory board; donor support; Spanish section,verified_include,https://chicosol.org/about/,Strong institutional-variation case; not exclusively immigrant media but immigrant communities are central to mission.,core_verified,yes,data/verification/california_verification_v1.csv,18
CA030,Crossings TV,California,Sacramento / multi-market California,https://www.crossingstv.com/,yes,yes,yes,multilingual Asian television network,multi-language news/information; market coverage; advertising structure,verified_include,https://www.crossingstv.com/about-us/,Eligible as a multi-market institutional comparison; not a small local newsroom.,core_verified,yes,data/verification/california_verification_v1.csv,31
CA025,El Informador del Valle,California,Indio / Coachella Valley,https://www.elinformadordelvalle.com/,yes,yes,yes,Spanish-language local community newspaper,current news; print edition; local mission; donation support,verified_include,https://www.elinformadordelvalle.com/,Strong local immigrant/Latino-market candidate.,core_verified,yes,data/verification/california_verification_v1.csv,26
CA014,El Latino San Diego,California,San Diego,https://ellatinoonline.com/,yes,yes,yes,Latina-owned independent media organization,founder/owner structure; Latino-community mission; current news site,verified_include,https://ellatinoonline.com/about-fanny-miller/,Strong independent commercial case.,core_verified,yes,data/verification/california_verification_v1.csv,15
CA012,El Observador,California,San Jose / Bay Area,https://el-observador.com/,yes,yes,yes,bilingual independent commercial newspaper,ownership/company; bilingual mission; community partnerships,verified_include,https://el-observador.com/about-us/,Strong local Latino community fit.,core_verified,yes,data/verification/california_verification_v1.csv,13
CA024,El Popular,California,Bakersfield / Kern County,https://elpopularnews.com/,yes,yes,yes,independent veteran-owned Latino newspaper,ownership; corporation; ethics/corrections policy; bilingual standards,verified_include,https://elpopularnews.com/sobre-nosotros/,Strong independent institutional case.,core_verified,yes,data/verification/california_verification_v1.csv,25
CA002,El Tecolote,California,San Francisco,https://eltecolote.org/,yes,yes,yes,bilingual community newspaper; nonprofit parent,about page; bilingual newsroom; nonprofit parent Acción Latina,verified_include,https://eltecolote.org/content/en/about/,Strong fit. Long-running bilingual Latino community newspaper.,core_verified,yes,data/verification/california_verification_v1.csv,3
CA001,El Tímpano,California,Oakland / Bay Area,https://www.eltimpano.org/,yes,yes,yes,community-centered immigrant newsroom,mission/story; immigrant-serving mission; community-centered reporting,verified_include,https://www.eltimpano.org/mission-story/,Strong fit. Explicitly serves Bay Area Latino and Mayan immigrants.,core_verified,yes,data/verification/california_verification_v1.csv,2
CA003,India Currents,California,Bay Area,https://indiacurrents.com/,yes,yes,yes,501(c)(3) nonprofit digital newsroom,staff; leadership; funding; annual reports; INN membership,verified_include,https://indiacurrents.com/about-us/,Strong institutional visibility and explicit Indian-diaspora mission.,core_verified,yes,data/verification/california_verification_v1.csv,4
CA019,KBBF 89.1 FM,California,Santa Rosa / North Bay,https://kbbf.org/,yes,yes,yes,nonprofit multilingual community radio,board; nonprofit status; local public affairs; indigenous languages,verified_include,https://kbbf.org/about/,Strong community-radio case.,core_verified,yes,data/verification/california_verification_v1.csv,20
CA010,Korea Daily / JoongAng Ilbo LA,California,Los Angeles,https://www.koreadaily.com/,yes,yes,yes,Korean American newspaper/media network,mission; LA headquarters; immigrant-service orientation; regional network,verified_include,https://en.koreadaily.com/about/,Excellent fit for institutional scale variation.,core_verified,yes,data/verification/california_verification_v1.csv,11
CA021,La Nueva Voz,California,Pomona,https://www.lanuevavoz.net/,yes,yes,yes,bilingual local community newspaper,publisher; operations; advertising; bilingual community reporting,verified_include,https://www.lanuevavoz.net/about.html,"Eligible, though broader community focus means immigrant-serving intensity should be coded later.",core_verified,yes,data/verification/california_verification_v1.csv,22
CA013,La Opinión,California,Los Angeles,https://laopinion.com/,yes,yes,yes,large commercial Spanish-language newsroom,editorial team; ownership; local/immigration mission,verified_include,https://laopinion.com/about-us/,"Strong fit, but should later be coded as large/networked comparison case.",core_verified,yes,data/verification/california_verification_v1.csv,14
CA027,Myanmar Gazette,California,Los Angeles area,,pending,pending,likely_yes,Burmese community media,directory evidence only in current pass,pending_verification,,Keep candidate; current website and active publication need direct verification.,pending_verification,no,data/verification/california_verification_v1.csv,28
CA006,Nguoi Viet Daily News,California,Westminster / Garden Grove,https://www.nguoi-viet.com/,unclear_site_fetch,yes,yes,Vietnamese-language daily newspaper,current public listings; longstanding Vietnamese community publication,verified_include_with_site_limit,https://ocvote.gov/vi/community/election-official-partnership/community-contact-list,Official county list identifies current outlet; site blocks automated fetch.,core_verified,yes,data/verification/california_verification_v1.csv,7
