outlet_id,outlet_name,state,city_or_scope,website,website_active,sustained_journalism,immigrant_or_diaspora_serving,institutional_form,public_institutional_signals,eligibility_status,primary_evidence_url,verification_notes,analysis_tier,core_inclusion,source_file,source_row_number
NH001,"¿Qué Hay de Nuevo, New Hampshire?",,Statewide,https://www.nhpr.org/noticias-en-espanol,yes,yes,yes,Spanish-language newsroom/product within New Hampshire Public Radio,publishes news updates four times weekly via WhatsApp and NHPR.org; bilingual team publicly identified; created to serve Spanish speakers and Latino community,verified_include_hosted_language_product,https://www.nhpr.org/noticias-en-espanol,Excellent hosted language-access journalism case.,core_verified,yes,data/verification/new_hampshire_verification_v1.csv,2
AL004,Hola Alabama Magazine,Alabama,Birmingham / statewide,https://holalatino.com/,yes,yes,yes,bilingual Spanish-Portuguese monthly magazine within Hola Latino,"monthly publication; local news; legal, health, business and family information; statewide Latino/New American audience",verified_include_hosted_program,https://holalatino.com/sales-package/,Eligible as a program/publication within Hola Latino rather than a fully separate organization. Use host-organization linkage in master database.,core_verified,yes,data/verification/alabama_verification_v1.csv,5
AL003,Hola Latino Radio,Alabama,Birmingham / statewide,https://holalatino.com/,yes,yes_mixed_with_music,yes,Spanish-language radio and digital media operation,current site; radio stream; podcasts; New Americans news/information; events; advertising structure,verified_include,https://holalatino.com/,"Eligible. News and public-information functions are explicit, though programming also includes music and promotional content.",core_verified,yes,data/verification/alabama_verification_v1.csv,4
AL001,Latino News,Alabama,Birmingham / statewide,https://latino-news.com/,yes,yes,yes,Spanish-language newspaper; Latino News LLC,current 2026 editions; named director/president; Alabama Press Association listing; immigration/local/state coverage; 14-county reach,verified_include,https://latino-news.com/,Strong active fit. Current 2026 digital/print editions and explicit Hispanic-community mission are publicly documented.,core_verified,yes,data/verification/alabama_verification_v1.csv,2
AL002,LIDER News,Alabama,Birmingham / statewide,https://www.lider.fm/,yes,yes,yes,Spanish-language newspaper/radio/TV network; Horizon Entertainment Inc. d/b/a Lider News,current 2026 Alabama and migration coverage; Alabama Press Association listing; weekly print distribution; advertising-funded; radio/TV presence,verified_include,https://www.lider.fm/,Strong active fit. Institutional evidence supports a multi-platform Spanish-language community news operation.,core_verified,yes,data/verification/alabama_verification_v1.csv,3
AL006,Vida em Alabama,Alabama,Birmingham / statewide,https://holalatino.com/,yes,yes_mixed_format,yes,Portuguese-language Brazilian-immigrant initiative within Hola Latino,explicitly created for new Brazilian immigrants; Portuguese-language information/news; print/digital content; advertising structure,verified_include_hosted_program,https://holalatino.com/,"Eligible as a hosted immigrant-serving media program, not a separate parent organization. Link to Hola Latino as host.",core_verified,yes,data/verification/alabama_verification_v1.csv,7
AK003,Alaska Korean Community News,Alaska,Anchorage / statewide,https://knewsak907.com/,yes,yes,yes,Korean-language newspaper and digital outlet,Current September 2026 publication; 2026 merger retained distinct publication identities with alternating print schedule,verified_include_core_shared_operation,https://knewsak907.com/,Retain distinct outlet identity while linking operational consolidation with AK002.,core_verified,yes,data/verification/alaska_verification_v1.csv,4
AK002,Anchorage Korean News,Alaska,Anchorage / statewide,https://akn907.com/,yes,yes,yes,bilingual Korean-English newspaper and digital outlet,Current September 2026 Alaska and Korean-community reporting; 2026 merger reporting says it now operates jointly with Alaska Korean Community News,verified_include_core,https://akn907.com/,Count as distinct editorial product but note shared operation.,core_verified,yes,data/verification/alaska_verification_v1.csv,3
AK001,Sol de Medianoche,Alaska,Anchorage / statewide,https://www.soldemedianochenews.org/,yes,yes,yes,bilingual Latino newspaper and digital outlet,Official site identifies itself as Alaska's first bilingual newspaper and says it serves Latino information needs; current September 2026 reporting and print edition visible,verified_include_core,https://soldemedianochenews.org/en/about-us/,Strong core inclusion.,core_verified,yes,data/verification/alaska_verification_v1.csv,2
AR001,Arkansas GRITA,Arkansas,Northwest Arkansas / statewide expansion,https://arkansasgrita.com/,yes,yes,yes,community-led nonprofit-style investigative newsroom,About page identifies mission as amplifying migrant-neighbor voices and publishes recurring 2026 investigations on immigration enforcement; team and editorial independence standards publicly listed,verified_include_core,https://arkansasgrita.com/about/,Strong immigrant-centered investigative newsroom.,core_verified,yes,data/verification/arkansas_verification_v1.csv,2
AR002,Chikin Melele News,Arkansas,Springdale / U.S. Marshallese diaspora,https://chikinmelele.com/,yes,yes,yes,Marshallese diaspora newspaper/digital outlet,Official site says it shares news across U.S. and Central Pacific in English Marshallese and Chuukese; founded in Springdale and active with 2026 reporting,verified_include_core,https://chikinmelele.com/celebrating-5-years-of-chikin-melele-news/,Strong diaspora journalism case with translocal scope.,core_verified,yes,data/verification/arkansas_verification_v1.csv,3
AR003,La Prensa Libre AR,Arkansas,Northwest Arkansas / River Valley / Southwest Missouri,,yes,yes,yes,Spanish-language weekly newspaper owned by Northwest Arkansas Newspapers LLC,NWA Media identifies it as a weekly publication; September 2026 profile documents active two-person newsroom producing 16-page Spanish newspaper with 19 stories in latest issue,verified_include_core,https://www.wholehogsportsnetwork.com/,Website identity is less clear than print/app presence but current operation is strongly documented.,core_verified,yes,data/verification/arkansas_verification_v1.csv,4
AR004,Telemundo Arkansas,Arkansas,Statewide,https://telemundoarkansas.com/,yes,yes,yes,Spanish-language television and digital newsroom,Current site publishes daily Arkansas local news in Spanish and community coverage,verified_include_core,https://telemundoarkansas.com/,Core language-serving broadcast/digital outlet.,core_verified,yes,data/verification/arkansas_verification_v1.csv,5
CA026,Al Enteshar Newspaper,California,Los Angeles / Southern California,https://alentesharnewspaper.com/,yes,yes,yes,independent Arabic-English community newspaper,active weekly issues; office; independent ownership claim,verified_include,https://alentesharnewspaper.com/about/,Strong Arab-American community-media case.,core_verified,yes,data/verification/california_verification_v1.csv,27
CA008,Asian Journal,California,Los Angeles / California,https://asianjournal.com/,yes,yes,yes,Filipino American newspaper/digital newsroom,current California coverage; editorial/newsroom structure visible,verified_include,https://asianjournal.com/,Explicit Filipino-American community newspaper with active California coverage.,core_verified,yes,data/verification/california_verification_v1.csv,9
CA017,ChicoSol News,California,Chico,https://chicosol.org/,yes,yes,yes,nonprofit/fiscally sponsored multicultural local newsroom,mission; fiscal sponsor; advisory board; donor support; Spanish section,verified_include,https://chicosol.org/about/,Strong institutional-variation case; not exclusively immigrant media but immigrant communities are central to mission.,core_verified,yes,data/verification/california_verification_v1.csv,18
CA030,Crossings TV,California,Sacramento / multi-market California,https://www.crossingstv.com/,yes,yes,yes,multilingual Asian television network,multi-language news/information; market coverage; advertising structure,verified_include,https://www.crossingstv.com/about-us/,Eligible as a multi-market institutional comparison; not a small local newsroom.,core_verified,yes,data/verification/california_verification_v1.csv,31
CA025,El Informador del Valle,California,Indio / Coachella Valley,https://www.elinformadordelvalle.com/,yes,yes,yes,Spanish-language local community newspaper,current news; print edition; local mission; donation support,verified_include,https://www.elinformadordelvalle.com/,Strong local immigrant/Latino-market candidate.,core_verified,yes,data/verification/california_verification_v1.csv,26
CA014,El Latino San Diego,California,San Diego,https://ellatinoonline.com/,yes,yes,yes,Latina-owned independent media organization,founder/owner structure; Latino-community mission; current news site,verified_include,https://ellatinoonline.com/about-fanny-miller/,Strong independent commercial case.,core_verified,yes,data/verification/california_verification_v1.csv,15
CA012,El Observador,California,San Jose / Bay Area,https://el-observador.com/,yes,yes,yes,bilingual independent commercial newspaper,ownership/company; bilingual mission; community partnerships,verified_include,https://el-observador.com/about-us/,Strong local Latino community fit.,core_verified,yes,data/verification/california_verification_v1.csv,13
CA024,El Popular,California,Bakersfield / Kern County,https://elpopularnews.com/,yes,yes,yes,independent veteran-owned Latino newspaper,ownership; corporation; ethics/corrections policy; bilingual standards,verified_include,https://elpopularnews.com/sobre-nosotros/,Strong independent institutional case.,core_verified,yes,data/verification/california_verification_v1.csv,25
CA002,El Tecolote,California,San Francisco,https://eltecolote.org/,yes,yes,yes,bilingual community newspaper; nonprofit parent,about page; bilingual newsroom; nonprofit parent Acción Latina,verified_include,https://eltecolote.org/content/en/about/,Strong fit. Long-running bilingual Latino community newspaper.,core_verified,yes,data/verification/california_verification_v1.csv,3
CA001,El Tímpano,California,Oakland / Bay Area,https://www.eltimpano.org/,yes,yes,yes,community-centered immigrant newsroom,mission/story; immigrant-serving mission; community-centered reporting,verified_include,https://www.eltimpano.org/mission-story/,Strong fit. Explicitly serves Bay Area Latino and Mayan immigrants.,core_verified,yes,data/verification/california_verification_v1.csv,2
CA003,India Currents,California,Bay Area,https://indiacurrents.com/,yes,yes,yes,501(c)(3) nonprofit digital newsroom,staff; leadership; funding; annual reports; INN membership,verified_include,https://indiacurrents.com/about-us/,Strong institutional visibility and explicit Indian-diaspora mission.,core_verified,yes,data/verification/california_verification_v1.csv,4
CA019,KBBF 89.1 FM,California,Santa Rosa / North Bay,https://kbbf.org/,yes,yes,yes,nonprofit multilingual community radio,board; nonprofit status; local public affairs; indigenous languages,verified_include,https://kbbf.org/about/,Strong community-radio case.,core_verified,yes,data/verification/california_verification_v1.csv,20
CA010,Korea Daily / JoongAng Ilbo LA,California,Los Angeles,https://www.koreadaily.com/,yes,yes,yes,Korean American newspaper/media network,mission; LA headquarters; immigrant-service orientation; regional network,verified_include,https://en.koreadaily.com/about/,Excellent fit for institutional scale variation.,core_verified,yes,data/verification/california_verification_v1.csv,11
CA021,La Nueva Voz,California,Pomona,https://www.lanuevavoz.net/,yes,yes,yes,bilingual local community newspaper,publisher; operations; advertising; bilingual community reporting,verified_include,https://www.lanuevavoz.net/about.html,"Eligible, though broader community focus means immigrant-serving intensity should be coded later.",core_verified,yes,data/verification/california_verification_v1.csv,22
CA013,La Opinión,California,Los Angeles,https://laopinion.com/,yes,yes,yes,large commercial Spanish-language newsroom,editorial team; ownership; local/immigration mission,verified_include,https://laopinion.com/about-us/,"Strong fit, but should later be coded as large/networked comparison case.",core_verified,yes,data/verification/california_verification_v1.csv,14
CA006,Nguoi Viet Daily News,California,Westminster / Garden Grove,https://www.nguoi-viet.com/,unclear_site_fetch,yes,yes,Vietnamese-language daily newspaper,current public listings; longstanding Vietnamese community publication,verified_include_with_site_limit,https://ocvote.gov/vi/community/election-official-partnership/community-contact-list,Official county list identifies current outlet; site blocks automated fetch.,core_verified,yes,data/verification/california_verification_v1.csv,7
CA004,Nichi Bei News,California,San Francisco,https://www.nichibei.org/,yes,yes,yes,nonprofit ethnic/community newspaper,nonprofit foundation; staff; board; membership; community mission,verified_include,https://www.nichibei.org/about/,"Strong fit, especially for Japanese American community journalism and institutional variation.",core_verified,yes,data/verification/california_verification_v1.csv,5
CA015,Peninsula 360 Press,California,Redwood City / San Mateo County,https://peninsula360press.com/,yes,yes,yes,immigrant-founded multilingual digital/community newsroom,immigrant founders; mission; community journalism; partnerships,verified_include,https://peninsula360press.com/en/we/,Very strong immigrant-serving fit.,core_verified,yes,data/verification/california_verification_v1.csv,16
CA018,Radio Bilingüe,California,Fresno / statewide network,https://radiobilingue.org/,yes,yes,yes,nonprofit Spanish-language public radio network,mission; stations; funders; immigrant/farmworker audiences,verified_include,https://radiobilingue.org/en/about-us,Strong fit and large nonprofit network case.,core_verified,yes,data/verification/california_verification_v1.csv,19
CA020,Radio Indígena,California,Oxnard,https://mixteco.org/radio-indigena/,yes,yes,yes,Indigenous-language community radio hosted by nonprofit,host organization; current programming; journalism program,verified_include,https://mixteco.org/radio-indigena/,Strong hosted-media case serving Indigenous immigrant/farmworker communities.,core_verified,yes,data/verification/california_verification_v1.csv,21
CA005,Rafu Shimpo,California,Los Angeles,https://rafu.com/,yes,yes,yes,bilingual Japanese-English community newspaper,current publication; bilingual identity; advertising/sponsors visible,verified_include,https://rafu.com/about/,"Active current newsroom. About page is sparse, but site identifies publication clearly.",core_verified,yes,data/verification/california_verification_v1.csv,6
CA023,San Fernando Valley Sun / El Sol,California,San Fernando Valley,https://sanfernandosun.com/,yes,yes,yes,bilingual local community newspaper,ownership statement; ethics/corrections policy; active Spanish section,verified_include,https://sanfernandosun.com/about-us/,Eligible; strong bilingual community-news case.,core_verified,yes,data/verification/california_verification_v1.csv,24
CA009,The Korea Times Los Angeles,California,Los Angeles,https://www.koreatimes.com/,yes_via_epaper,yes,yes,Korean-language daily newspaper,active Los Angeles e-paper; local/state/news sections,verified_include,https://epaper.koreatimes.com/,Current LA edition verified through e-paper service.,core_verified,yes,data/verification/california_verification_v1.csv,10
CA007,Viet Bao Daily News,California,Westminster / Garden Grove,https://vietbao.com/,unclear_site_fetch,yes,yes,Vietnamese-language daily newspaper,current public listings; CEO/editor named,verified_include_with_site_limit,https://ocvote.gov/vi/community/election-official-partnership/community-contact-list,Official county list identifies outlet; site blocks automated fetch.,core_verified,yes,data/verification/california_verification_v1.csv,8
CA011,World Journal California,California,Los Angeles / Bay Area,https://www.worldjournal.com/,yes,yes,yes,Chinese-language commercial news organization,California corporate entity; Chinese-language journalism; LA/SF offices,verified_include,https://www.worldjournal.net/%E6%B4%9B%E6%9D%89%E7%A3%AF%E4%B8%96%E7%95%8C%E6%97%A5%E5%A0%B1/,Strong fit; useful large commercial comparison.,core_verified,yes,data/verification/california_verification_v1.csv,12
CO006,Asian Avenue Magazine,Colorado,Denver / statewide,https://www.asianavemag.com/,yes,yes_mixed_magazine,yes,English-language AAPI monthly print/digital magazine,"founded 2006; 240,000 annual readership; statewide distribution; current 2026 issues; immigration/identity/community reporting",verified_include_mixed_format,https://www.asianavemag.com/about,Strong AAPI community-media case; magazine format includes journalism plus cultural/community features.,core_verified,yes,data/verification/colorado_verification_v1.csv,7
CO005,Colorado Chinese News,Colorado,Denver,https://kzhb.us/,yes,yes,yes,Chinese-language newspaper/digital outlet,Denver Public Library lists it as Colorado Chinese News; current June 2026 issues documented,verified_include_with_secondary_evidence,https://www.denverlibrary.org/colorado-newspaper-resources,Strong Chinese-language diaspora case; deeper pass should add ownership/staff.,core_verified,yes,data/verification/colorado_verification_v1.csv,6
CO003,El Comercio de Colorado,Colorado,Denver / Aurora / statewide,https://elcomerciodecolorado.com/,yes,yes,yes,Spanish-English newspaper/digital newsroom,"active Sept. 2026; edition 450 in 2026; local reporting, immigration desk, bilingual content and community mission",verified_include,https://elcomerciodecolorado.com/renovacion-y-compromiso/,Excellent current Latino/immigrant-serving outlet.,core_verified,yes,data/verification/colorado_verification_v1.csv,4
CO004,El Semanario / The Weekly Issue,Colorado,Denver / statewide,https://www.elsemanarioonline.com/,yes,yes,yes,Latino-focused weekly/digital publication,active Sept. 2026 Colorado reporting and long-running bilingual/Latino public-affairs role,verified_include,https://www.elsemanarioonline.com/,Strong Latino community/public-affairs case.,core_verified,yes,data/verification/colorado_verification_v1.csv,5
CO002,La Prensa de Colorado,Colorado,Denver metro / Northern Colorado / Colorado Springs,https://laprensadecolorado.com/,yes,yes,yes,Spanish-language weekly newspaper/digital outlet,founded 2010; weekly free paper; explicit Hispanic-community mission; current 2026 local and immigration coverage,verified_include,https://laprensadecolorado.com/quienes-somos-who-are-we/,Strong immigrant-serving Spanish-language case.,core_verified,yes,data/verification/colorado_verification_v1.csv,3
CO001,La Voz Colorado,Colorado,Denver / statewide,https://lavozcolorado.com/,yes,yes,yes,bilingual Latino newspaper/digital newsroom,founded 1974; continuous publication; Colorado Latino community focus; current 2026 content and local contact,verified_include,https://lavozcolorado.com/2024/01/17/lavozcolorado-has-a-permanent-home-at-the-denver-public-library/,Strong long-running Latino community newsroom.,core_verified,yes,data/verification/colorado_verification_v1.csv,2
CO007,Telemundo Colorado / KDEN,Colorado,Denver metro / statewide,https://www.telemundodenver.com/,yes,yes,yes,Spanish-language local television newsroom owned by NBCUniversal,dedicated local newsroom; multiple daily newscasts; statewide Spanish-speaking audience; current 2026 staffing and mission documented,verified_include,https://www.telemundodenver.com/noticias/local/quienes-somos-conoce-a-telemundo-colorado-sobre-nosotros/2430933/,Strong large-network comparison case.,core_verified,yes,data/verification/colorado_verification_v1.csv,8
DE003,Delaware Hispano Magazine,Delaware,Newark / statewide,https://delhispano.com/,yes,mixed_magazine_news_resources,yes,monthly Hispanic community magazine,"active July 2026; mission to inform, educate and empower Hispanic families; strong emphasis on local Delaware news/events and resources",verified_include_mixed_format,https://delhispano.com/quienes-somos/,Eligible mixed-format community publication.,core_verified,yes,data/verification/delaware_verification_v1.csv,4
DE002,El Tiempo Hispano,Delaware,Statewide,https://eltiempohispano.com/,yes,yes,yes,bilingual print/digital newspaper published by Hola Delaware LLC,active Apr. 2026; Spotlight Delaware identifies it as Delaware's bilingual biweekly print/online newspaper with statewide mission,verified_include,https://spotlightdelaware.org/2025/04/13/el-tiempo-hispano-becomes-first-spanish-language-publication-to-partner-with-spotlight-delaware/,Strong statewide Latino newsroom with collaboration infrastructure.,core_verified,yes,data/verification/delaware_verification_v1.csv,3
DE001,HOY en Delaware,Delaware,Statewide,https://hoyendelaware.com/,yes,yes,yes,Spanish-language/Hispanic print-digital publication,founded 1996; active Sept. 2026; covers all three Delaware counties; explicit mission around Latino immigrant communities and local information,verified_include,https://hoyendelaware.com/acerca-de-nosotros/,Excellent statewide Latino publication.,core_verified,yes,data/verification/delaware_verification_v1.csv,2
DC001,El Tiempo Latino,District of Columbia,Washington / DMV,https://eltiempolatino.com/,yes,yes,yes,Latino-owned Spanish-language print and digital newsroom,active 2026 local reporting; company describes outlet as DMV Spanish-language newsroom covering housing health politics culture and community needs,verified_include,https://tiempocompany.com/el-tiempo-latino/,Clear core outlet.,core_verified,yes,data/verification/district_of_columbia_verification_v1.csv,2
DC004,Ethiopique,District of Columbia,Washington / DMV,https://ethiopique.com/,yes,yes,yes,independent Amharic-language local newsroom,official site identifies newsroom founded in 2022 serving Amharic-speaking immigrants with local policy elections community affairs and public information across DC Maryland Virginia,verified_include,https://ethiopique.com/about-us/,Strong diaspora-language core outlet.,core_verified,yes,data/verification/district_of_columbia_verification_v1.csv,5
DC003,Metro Latino USA,District of Columbia,Washington / DMV,https://metrolatinousa.com/,yes,yes,yes,Spanish-language digital newsroom,active September 2026 DMV and immigration reporting; site states it was founded in Washington area in 2007 as an informational digital outlet,verified_include,https://metrolatinousa.com/,Clear core digital outlet.,core_verified,yes,data/verification/district_of_columbia_verification_v1.csv,4
DC005,Tiempo News,District of Columbia,Washington / national,https://tiempocompany.com/,yes,yes,yes_latino_audience,national Spanish-language political analysis brand headquartered in DC,company describes national political analysis from Washington for Spanish-speaking professionals across the United States,verified_include_national_scope,https://tiempocompany.com/about/,Retain as DC-based national Latino media operation; distinguish from local DMV outlet DC001.,core_verified,yes,data/verification/district_of_columbia_verification_v1.csv,6
DC002,Washington Hispanic,District of Columbia,Washington / DMV,https://washingtonhispanic.com/,yes,yes,yes,Spanish-language weekly newspaper and digital newsroom,active weekly 2026 print archive and current local reporting for Hispanic community across DC Maryland and Virginia,verified_include,https://washingtonhispanic.com/,Clear core outlet.,core_verified,yes,data/verification/district_of_columbia_verification_v1.csv,3
GA001,285 South,Georgia,Metro Atlanta,https://285south.com/,yes,yes,yes,independent English-language immigrant/refugee news publication,active Sept. 2026; explicitly identifies itself as metro Atlanta publication centering immigrant and refugee communities,verified_include,https://285south.com/,Excellent immigrant-serving English-language newsroom.,core_verified,yes,data/verification/georgia_verification_v1.csv,2
GA007,Atlanta Burmese Voice,Georgia,Metro Atlanta / Southeast,https://gasiantimes.com/,yes_via_parent,yes_public_affairs,yes,Burmese diaspora podcast hosted by Georgia Asian Times,parent site identifies podcast for Burmese community in metro Atlanta and Southeast,verified_include_hosted_program,https://gasiantimes.com/faq/,Program-level case; link to GA002 host.,core_verified,yes,data/verification/georgia_verification_v1.csv,8
GA004,Atlanta Chosun Today,Georgia,Duluth / Metro Atlanta,https://atlantachosuntoday.com/,yes,yes,yes,Korean-language newspaper/digital newsroom,current operation; published six days per week; nearly 40 years serving Atlanta Korean-American community,verified_include,https://atlantachosuntoday.com/about/,Excellent Korean diaspora newsroom.,core_verified,yes,data/verification/georgia_verification_v1.csv,5
GA005,Atlanta K,Georgia,Metro Atlanta / Southeast,https://atlantak.com/,yes,yes_mixed_news_features,yes,Korean-American digital/community media outlet,2026 media kit describes local news and issues affecting Korean-Americans in Southeast,verified_include_with_media_kit_evidence,https://atlantak.com/wp-content/uploads/2026/02/Atlanta-K-Media-Kit-2026.pdf,Strong Korean community-media case; deeper pass should document ownership/team.,core_verified,yes,data/verification/georgia_verification_v1.csv,6
GA002,Georgia Asian Times,Georgia,Metro Atlanta / statewide,https://gasiantimes.com/,yes,yes_mixed_news_features,yes,Asian-Pacific digital news/community media outlet,current 2026 site; explicitly covers multiethnic Asian-Pacific communities in Georgia and provides community voice/platform,verified_include,https://gasiantimes.com/about-us/,Strong pan-Asian diaspora/community media case.,core_verified,yes,data/verification/georgia_verification_v1.csv,3
GA006,Georgia Korean Podcast,Georgia,Metro Atlanta / Southeast,https://gasiantimes.com/,yes_via_parent,yes_public_affairs,yes,Korean diaspora podcast hosted by Georgia Asian Times,parent site identifies dedicated podcast for Korean-American community,verified_include_hosted_program,https://gasiantimes.com/faq/,Program-level case; link to GA002 host.,core_verified,yes,data/verification/georgia_verification_v1.csv,7
GA003,Mundo Hispánico / MundoNow,Georgia,Atlanta / national,https://mundohispanico.com/,yes,yes,yes,Atlanta-founded bilingual Latino media outlet,founded as Georgia's first Spanish-language news outlet; long-running local-community role; now bilingual/national under MundoNow brand,verified_include_multiscale,https://mundohispanico.com/about-us,Include with note that current scale extends beyond Georgia.,core_verified,yes,data/verification/georgia_verification_v1.csv,4
GA008,Usapang Pinoy,Georgia,Metro Atlanta / Southeast,https://gasiantimes.com/,yes_via_parent,yes_public_affairs,yes,Filipino diaspora podcast hosted by Georgia Asian Times,parent site identifies podcast for Filipino diaspora community in metro Atlanta and Southeast,verified_include_hosted_program,https://gasiantimes.com/faq/,Program-level case; link to GA002 host.,core_verified,yes,data/verification/georgia_verification_v1.csv,9
HI001,Hawaii Filipino Chronicle,Hawaii,Waipahu / statewide,https://thefilipinochronicle.com/,yes,yes,yes,Filipino community newspaper,Current 2026 editions and articles; subscription page describes statewide Filipino readership and twice-monthly distribution,verified_include_core,https://thefilipinochronicle.com/,Strong core diaspora/community press case.,core_verified,yes,data/verification/hawaii_verification_v1.csv,2
HI002,The Fil-Am Courier,Hawaii,Honolulu / statewide,https://filamcourier.com/,yes,yes,yes,Filipino community monthly print/digital publication,Official site identifies itself as Hawaii's leading Filipino publication founded 1987 and advertises monthly statewide circulation with relevant Filipino-American content,verified_include_core,https://filamcourier.com/,Strong core inclusion.,core_verified,yes,data/verification/hawaii_verification_v1.csv,3
HI004,The San Times,Hawaii,Statewide / Japanese American community,,yes_project,yes,yes,Japanese American online community journalism project,Zentoku Foundation identifies San Times as an active initiative created after Hawaii Herald closure to sustain Japanese American journalism and cover Oahu Maui Kauai and Big Island,verified_include_core,https://zentokufoundation.org/projects/,Successor project to Hawaii Herald.,core_verified,yes,data/verification/hawaii_verification_v1.csv,5
ID002,Mosaics,Idaho,Boise / statewide,https://mosaics.castos.com/,yes,yes,yes,hosted refugee/immigrant public-affairs podcast,Active through July 2026 with recurring episodes centered on refugee and immigrant lived experience; presented by Idaho Office for Refugees and produced with SB Studios,verified_include_hosted_program,https://mosaics.castos.com/,Strong hosted media product but parent is a service organization rather than newsroom.,core_verified,yes,data/verification/idaho_verification_v1.csv,3
IL001,Borderless Magazine,Illinois,Chicago,https://borderlessmag.org/,yes,yes,yes,independent nonprofit immigration newsroom,501(c)(3); English/Spanish; immigrant-centered mission; staff/programs/funding visible,verified_include,https://borderlessmag.org/about/,Excellent core immigrant-journalism case.,core_verified,yes,data/verification/illinois_verification_v1.csv,2
IL008,Chicago Chinese News / Chicago Chinese Times,Illinois,Chicago / Naperville,https://chicagochinesetimes.com/,yes,yes,yes,Chinese-language weekly/digital newspaper,current 2026 publication; Chinese community reporting; app/digital editions; Chicago-area operation,verified_include,https://chicagochinesetimes.com/,Strong Chinese-language diaspora case.,core_verified,yes,data/verification/illinois_verification_v1.csv,9
IL015,Chicago Shimpo,Illinois,Chicago,https://www.chicagoshimpo.com/,yes,yes,yes,nonprofit Japanese-English digital newspaper,founded 1945; transitioned online 2022; 501(c)(3); explicit Nikkei/U.S.-Japan community mission,verified_include,https://www.chicagoshimpo.com/about,Strong Japanese diaspora/community case.,core_verified,yes,data/verification/illinois_verification_v1.csv,16
IL002,Cicero Independiente,Illinois,Cicero / Berwyn,https://www.ciceroindependiente.com/,yes,yes,yes,independent nonprofit bilingual newsroom,founded 2019; bilingual print/digital; immigrant-heavy communities; board/funding/editorial policies visible,verified_include,https://www.ciceroindependiente.com/about-us-sobre-nosotres,Excellent local immigrant-serving newsroom.,core_verified,yes,data/verification/illinois_verification_v1.csv,3
IL014,Draugas,Illinois,Chicago,https://www.draugas.org/,yes,yes,yes,Lithuanian-language newspaper with English-language sister publication,continuous Lithuanian publication since 1909; current Chicago editorial office; active 2026 institutional support,verified_include,https://www.draugas.org/,Strong diaspora newspaper case.,core_verified,yes,data/verification/illinois_verification_v1.csv,15
IL009,Dziennik Związkowy,Illinois,Chicago,https://www.dziennikzwiazkowy.com/,yes,yes,yes,Polish-language newspaper/digital outlet,continuous publication since 1908; current 2026 Chicago/Illinois coverage; editorial contact and print/digital presence,verified_include,https://www.dziennikzwiazkowy.com/,Strong Polish diaspora newsroom.,core_verified,yes,data/verification/illinois_verification_v1.csv,10
IL011,India Tribune,Illinois,Chicago,https://www.indiatribune.com/,yes,yes,yes,Indian-American biweekly newspaper/digital outlet,founded 1977 in Chicago; current 2026 publication; publisher/team/contact disclosed; national Indian-American readership,verified_include,https://www.indiatribune.com/about-us,Strong Indian diaspora news case.,core_verified,yes,data/verification/illinois_verification_v1.csv,12
IL013,Korea Times Chicago,Illinois,Wheeling / Chicago metro,https://chicagokoreatimes.com/,yes,yes,yes,Korean-American print and digital newsroom,operating since 1971; current Chicago office; print/e-paper; Korean-American community mission,verified_include,https://chicagokoreatimes.com/contact/,Strong Korean diaspora case.,core_verified,yes,data/verification/illinois_verification_v1.csv,14
IL003,La Raza,Illinois,Chicago,https://laraza.com/,yes,yes,yes,Spanish-language commercial news publication,founded 1970; Chicago Latino mission; current ownership and affiliations disclosed,verified_include,https://laraza.com/about-us/,Strong long-running Latino community newsroom.,core_verified,yes,data/verification/illinois_verification_v1.csv,4
IL018,LATINEXT,Illinois,Chicago metro,https://latinext.media/en/,yes,yes,yes,bilingual news collaborative of The Chicago Reporter and Univision Chicago,active site; public-service journalism for Chicagoland Latinx communities; English/Spanish original reporting,verified_include_hosted_collaboration,https://latinext.media/en/,Include as hosted collaborative; code parent organizations separately.,core_verified,yes,data/verification/illinois_verification_v1.csv,19
IN005,Desi.Net Indianapolis,Indiana,Indianapolis,https://desi.net/indianapolis/,yes,yes_digital_summary,yes,local South Asian digital news vertical within Desi.Net network,active Sept. 2026 original local summaries focused on Sikh Punjabi and South Asian community developments,verified_include_network_local_vertical,https://desi.net/indianapolis/news/indianapolis-indianapolis-new-gurdwara-opens-as-ice-fears-grow-in-sikh-community-2026-09-10,Useful emerging network-local model; deeper pass should document ownership/editorial workflow.,core_verified,yes,data/verification/indiana_verification_v1.csv,6
IN002,El Puente,Indiana,South Bend / Michiana,https://www.webelpuente.com/,yes,yes,yes,bilingual Hispanic newspaper/digital outlet,operating since 1992; describes itself as Indiana's first Hispanic newspaper; active Sept. 2026 local/community reporting,verified_include,https://www.webelpuente.com/,Strong Michiana immigrant-serving case.,core_verified,yes,data/verification/indiana_verification_v1.csv,3
IN001,La Voz de Indiana,Indiana,Indianapolis / statewide,https://www.lavozdeindiana.com/,yes,yes,yes,bilingual Latino newspaper/digital outlet,founded 1999 by immigrant/Latino publishers; active Aug. 2026 edition; statewide distribution; explicit Latino integration/information mission,verified_include,https://www.lavozdeindiana.com/untitled,Excellent long-running statewide Latino case.,core_verified,yes,data/verification/indiana_verification_v1.csv,2
