outlet_id,organization_id,outlet_name,jurisdiction,state_or_market,city_or_scope,website,record_type,ownership_or_governance_form_phase1a,media_format,language_model,community_orientation,geographic_scope,founding_year,founding_status,founder_or_origin_note,parent_or_host_name,parent_resource_relationship,legal_organizational_form,ownership_structure,governing_board_public,board_or_governance_url,public_staff_count,staff_size_band,staff_count_basis,editorial_leadership_public,public_editorial_roles,employment_model_public,revenue_model,revenue_sources_public,annual_revenue_amount,annual_revenue_year,revenue_band,funders_publicly_named,named_funders,funding_source_url,network_memberships,network_membership_status,collaborative_partnerships_public,partnership_note,legal_support_status,legal_support_scope,legal_support_provider,legal_support_source_url,legal_support_disclosure_status,safety_support_status,safety_support_types,safety_policy_public,safety_source_url,editorial_policy_public,corrections_policy_public,ethics_policy_public,privacy_or_source_policy_public,publishing_cadence,platform_presence,platform_dependence_public_signal,platform_monetization_status,monetized_platforms,platform_monetization_model,platform_revenue_dependency,platform_revenue_share_or_amount,platform_revenue_evidence_url,referral_dependency_status,major_referral_sources,owned_audience_channels,owned_audience_strength_public_signal,platform_policy_financial_exposure,documented_demonetization_or_restriction_event,platform_risk_source_url,revenue_concentration_public_signal,grant_dependency_public_signal,government_advertising_dependency_public_signal,major_funding_loss_event_public,financial_security_note,public_contact_available,public_contact_type,editor_or_leader_name_public,editor_or_leader_role_public,recruitment_source_url,primary_enrichment_source_url,secondary_enrichment_source_url,source_type,evidence_date,date_checked,enrichment_confidence,enrichment_notes,enrichment_version
GA004,,Atlanta Chosun Today,Georgia,Georgia,Duluth / Metro Atlanta,https://atlantachosuntoday.com/,standalone_outlet,unclear,print,single_non_english,diaspora_national_origin,transnational_or_diaspora,,not_searched,,,not_searched,not_searched,not_searched,not_searched,,,not_searched,not_searched,not_searched,,not_searched,not_searched,,,,not_searched,not_searched,,,,not_searched,not_searched,,not_searched,,,,not_searched,not_searched,,not_searched,,not_searched,not_searched,not_searched,not_searched,not_searched,,not_searched,not_searched,,,not_searched,,,not_searched,,,not_searched,,not_searched,,not_searched,not_searched,not_searched,not_searched,,not_searched,,,,,https://atlantachosuntoday.com/about/,,,,,not_searched,,phase1b-v1.0
GA005,,Atlanta K,Georgia,Georgia,Metro Atlanta / Southeast,https://atlantak.com/,standalone_outlet,unclear,unclear,unclear,diaspora_national_origin,metro,,not_searched,,,not_searched,not_searched,not_searched,not_searched,,,not_searched,not_searched,not_searched,,not_searched,not_searched,,,,not_searched,not_searched,,,,not_searched,not_searched,,not_searched,,,,not_searched,not_searched,,not_searched,,not_searched,not_searched,not_searched,not_searched,not_searched,,not_searched,not_searched,,,not_searched,,,not_searched,,,not_searched,,not_searched,,not_searched,not_searched,not_searched,not_searched,,not_searched,,,,,https://atlantak.com/wp-content/uploads/2026/02/Atlanta-K-Media-Kit-2026.pdf,,,,,not_searched,,phase1b-v1.0
GA002,,Georgia Asian Times,Georgia,Georgia,Metro Atlanta / statewide,https://gasiantimes.com/,standalone_outlet,unclear,unclear,unclear,multicultural_multiethnic,transnational_or_diaspora,,not_searched,,,not_searched,not_searched,not_searched,not_searched,,,not_searched,not_searched,not_searched,,not_searched,not_searched,,,,not_searched,not_searched,,,,not_searched,not_searched,,not_searched,,,,not_searched,not_searched,,not_searched,,not_searched,not_searched,not_searched,not_searched,not_searched,,not_searched,not_searched,,,not_searched,,,not_searched,,,not_searched,,not_searched,,not_searched,not_searched,not_searched,not_searched,,not_searched,,,,,https://gasiantimes.com/about-us/,,,,,not_searched,,phase1b-v1.0
GA006,,Georgia Korean Podcast,Georgia,Georgia,Metro Atlanta / Southeast,https://gasiantimes.com/,hosted_program,unclear,podcast,unclear,diaspora_national_origin,metro,,not_searched,,,not_searched,not_searched,not_searched,not_searched,,,not_searched,not_searched,not_searched,,not_searched,not_searched,,,,not_searched,not_searched,,,,not_searched,not_searched,,not_searched,,,,not_searched,not_searched,,not_searched,,not_searched,not_searched,not_searched,not_searched,not_searched,,not_searched,not_searched,,,not_searched,,,not_searched,,,not_searched,,not_searched,,not_searched,not_searched,not_searched,not_searched,,not_searched,,,,,https://gasiantimes.com/faq/,,,,,not_searched,,phase1b-v1.0
GA003,,Mundo Hispánico / MundoNow,Georgia,Georgia,Atlanta / national,https://mundohispanico.com/,standalone_outlet,unclear,unclear,bilingual,unclear,unclear,,not_searched,,,not_searched,not_searched,not_searched,not_searched,,,not_searched,not_searched,not_searched,,not_searched,not_searched,,,,not_searched,not_searched,,,,not_searched,not_searched,,not_searched,,,,not_searched,not_searched,,not_searched,,not_searched,not_searched,not_searched,not_searched,not_searched,,not_searched,not_searched,,,not_searched,,,not_searched,,,not_searched,,not_searched,,not_searched,not_searched,not_searched,not_searched,,not_searched,,,,,https://mundohispanico.com/about-us,,,,,not_searched,,phase1b-v1.0
GA008,,Usapang Pinoy,Georgia,Georgia,Metro Atlanta / Southeast,https://gasiantimes.com/,hosted_program,unclear,podcast,unclear,diaspora_national_origin,transnational_or_diaspora,,not_searched,,,not_searched,not_searched,not_searched,not_searched,,,not_searched,not_searched,not_searched,,not_searched,not_searched,,,,not_searched,not_searched,,,,not_searched,not_searched,,not_searched,,,,not_searched,not_searched,,not_searched,,not_searched,not_searched,not_searched,not_searched,not_searched,,not_searched,not_searched,,,not_searched,,,not_searched,,,not_searched,,not_searched,,not_searched,not_searched,not_searched,not_searched,,not_searched,,,,,https://gasiantimes.com/faq/,,,,,not_searched,,phase1b-v1.0
HI001,,Hawaii Filipino Chronicle,Hawaii,Hawaii,Waipahu / statewide,https://thefilipinochronicle.com/,standalone_outlet,unclear,print,unclear,diaspora_national_origin,transnational_or_diaspora,,not_searched,,,not_searched,not_searched,not_searched,not_searched,,,not_searched,not_searched,not_searched,,not_searched,not_searched,,,,not_searched,not_searched,,,,not_searched,not_searched,,not_searched,,,,not_searched,not_searched,,not_searched,,not_searched,not_searched,not_searched,not_searched,not_searched,,not_searched,not_searched,,,not_searched,,,not_searched,,,not_searched,,not_searched,,not_searched,not_searched,not_searched,not_searched,,not_searched,,,,,https://thefilipinochronicle.com/,,,,,not_searched,,phase1b-v1.0
HI002,,The Fil-Am Courier,Hawaii,Hawaii,Honolulu / statewide,https://filamcourier.com/,standalone_outlet,unclear,digital,unclear,diaspora_national_origin,statewide,,not_searched,,,not_searched,not_searched,not_searched,not_searched,,,not_searched,not_searched,not_searched,,not_searched,not_searched,,,,not_searched,not_searched,,,,not_searched,not_searched,,not_searched,,,,not_searched,not_searched,,not_searched,,not_searched,not_searched,not_searched,not_searched,not_searched,,not_searched,not_searched,,,not_searched,,,not_searched,,,not_searched,,not_searched,,not_searched,not_searched,not_searched,not_searched,,not_searched,,,,,https://filamcourier.com/,,,,,not_searched,,phase1b-v1.0
HI004,,The San Times,Hawaii,Hawaii,Statewide / Japanese American community,,standalone_outlet,unclear,unclear,unclear,diaspora_national_origin,statewide,,not_searched,,,not_searched,not_searched,not_searched,not_searched,,,not_searched,not_searched,not_searched,,not_searched,not_searched,,,,not_searched,not_searched,,,,not_searched,not_searched,,not_searched,,,,not_searched,not_searched,,not_searched,,not_searched,not_searched,not_searched,not_searched,not_searched,,not_searched,not_searched,,,not_searched,,,not_searched,,,not_searched,,not_searched,,not_searched,not_searched,not_searched,not_searched,,not_searched,,,,,https://zentokufoundation.org/projects/,,,,,not_searched,,phase1b-v1.0
ID002,,Mosaics,Idaho,Idaho,Boise / statewide,https://mosaics.castos.com/,hosted_program,unclear,podcast,unclear,mixed_orientation,statewide,,not_searched,,,not_searched,not_searched,not_searched,not_searched,,,not_searched,not_searched,not_searched,,not_searched,not_searched,,,,not_searched,not_searched,,,,not_searched,not_searched,,not_searched,,,,not_searched,not_searched,,not_searched,,not_searched,not_searched,not_searched,not_searched,not_searched,,not_searched,not_searched,,,not_searched,,,not_searched,,,not_searched,,not_searched,,not_searched,not_searched,not_searched,not_searched,,not_searched,,,,,https://mosaics.castos.com/,,,,,not_searched,,phase1b-v1.0
IL001,,Borderless Magazine,Illinois,Illinois,Chicago,https://borderlessmag.org/,standalone_outlet,nonprofit,print,bilingual,mixed_orientation,neighborhood_or_city,,not_searched,,,not_searched,not_searched,not_searched,not_searched,,,not_searched,not_searched,not_searched,,not_searched,not_searched,,,,not_searched,not_searched,,,,not_searched,not_searched,,not_searched,,,,not_searched,not_searched,,not_searched,,not_searched,not_searched,not_searched,not_searched,not_searched,,not_searched,not_searched,,,not_searched,,,not_searched,,,not_searched,,not_searched,,not_searched,not_searched,not_searched,not_searched,,not_searched,,,,,https://borderlessmag.org/about/,,,,,not_searched,,phase1b-v1.0
IL008,,Chicago Chinese News / Chicago Chinese Times,Illinois,Illinois,Chicago / Naperville,https://chicagochinesetimes.com/,standalone_outlet,unclear,print,single_non_english,diaspora_national_origin,transnational_or_diaspora,,not_searched,,,not_searched,not_searched,not_searched,not_searched,,,not_searched,not_searched,not_searched,,not_searched,not_searched,,,,not_searched,not_searched,,,,not_searched,not_searched,,not_searched,,,,not_searched,not_searched,,not_searched,,not_searched,not_searched,not_searched,not_searched,not_searched,,not_searched,not_searched,,,not_searched,,,not_searched,,,not_searched,,not_searched,,not_searched,not_searched,not_searched,not_searched,,not_searched,,,,,https://chicagochinesetimes.com/,,,,,not_searched,,phase1b-v1.0
IL015,,Chicago Shimpo,Illinois,Illinois,Chicago,https://www.chicagoshimpo.com/,standalone_outlet,nonprofit,print,bilingual,diaspora_national_origin,transnational_or_diaspora,,not_searched,,,not_searched,not_searched,not_searched,not_searched,,,not_searched,not_searched,not_searched,,not_searched,not_searched,,,,not_searched,not_searched,,,,not_searched,not_searched,,not_searched,,,,not_searched,not_searched,,not_searched,,not_searched,not_searched,not_searched,not_searched,not_searched,,not_searched,not_searched,,,not_searched,,,not_searched,,,not_searched,,not_searched,,not_searched,not_searched,not_searched,not_searched,,not_searched,,,,,https://www.chicagoshimpo.com/about,,,,,not_searched,,phase1b-v1.0
IL002,,Cicero Independiente,Illinois,Illinois,Cicero / Berwyn,https://www.ciceroindependiente.com/,standalone_outlet,nonprofit,unclear,bilingual,immigrant_general,neighborhood_or_city,,not_searched,,,not_searched,not_searched,not_searched,not_searched,,,not_searched,not_searched,not_searched,,not_searched,not_searched,,,,not_searched,not_searched,,,,not_searched,not_searched,,not_searched,,,,not_searched,not_searched,,not_searched,,not_searched,not_searched,not_searched,not_searched,not_searched,,not_searched,not_searched,,,not_searched,,,not_searched,,,not_searched,,not_searched,,not_searched,not_searched,not_searched,not_searched,,not_searched,,,,,https://www.ciceroindependiente.com/about-us-sobre-nosotres,,,,,not_searched,,phase1b-v1.0
IL014,,Draugas,Illinois,Illinois,Chicago,https://www.draugas.org/,standalone_outlet,unclear,print,unclear,diaspora_national_origin,transnational_or_diaspora,,not_searched,,,not_searched,not_searched,not_searched,not_searched,,,not_searched,not_searched,not_searched,,not_searched,not_searched,,,,not_searched,not_searched,,,,not_searched,not_searched,,not_searched,,,,not_searched,not_searched,,not_searched,,not_searched,not_searched,not_searched,not_searched,not_searched,,not_searched,not_searched,,,not_searched,,,not_searched,,,not_searched,,not_searched,,not_searched,not_searched,not_searched,not_searched,,not_searched,,,,,https://www.draugas.org/,,,,,not_searched,,phase1b-v1.0
IL009,,Dziennik Związkowy,Illinois,Illinois,Chicago,https://www.dziennikzwiazkowy.com/,standalone_outlet,unclear,print,single_non_english,diaspora_national_origin,transnational_or_diaspora,,not_searched,,,not_searched,not_searched,not_searched,not_searched,,,not_searched,not_searched,not_searched,,not_searched,not_searched,,,,not_searched,not_searched,,,,not_searched,not_searched,,not_searched,,,,not_searched,not_searched,,not_searched,,not_searched,not_searched,not_searched,not_searched,not_searched,,not_searched,not_searched,,,not_searched,,,not_searched,,,not_searched,,not_searched,,not_searched,not_searched,not_searched,not_searched,,not_searched,,,,,https://www.dziennikzwiazkowy.com/,,,,,not_searched,,phase1b-v1.0
IL011,,India Tribune,Illinois,Illinois,Chicago,https://www.indiatribune.com/,standalone_outlet,unclear,print,unclear,diaspora_national_origin,transnational_or_diaspora,,not_searched,,,not_searched,not_searched,not_searched,not_searched,,,not_searched,not_searched,not_searched,,not_searched,not_searched,,,,not_searched,not_searched,,,,not_searched,not_searched,,not_searched,,,,not_searched,not_searched,,not_searched,,not_searched,not_searched,not_searched,not_searched,not_searched,,not_searched,not_searched,,,not_searched,,,not_searched,,,not_searched,,not_searched,,not_searched,not_searched,not_searched,not_searched,,not_searched,,,,,https://www.indiatribune.com/about-us,,,,,not_searched,,phase1b-v1.0
IL013,,Korea Times Chicago,Illinois,Illinois,Wheeling / Chicago metro,https://chicagokoreatimes.com/,standalone_outlet,unclear,digital,unclear,diaspora_national_origin,transnational_or_diaspora,,not_searched,,,not_searched,not_searched,not_searched,not_searched,,,not_searched,not_searched,not_searched,,not_searched,not_searched,,,,not_searched,not_searched,,,,not_searched,not_searched,,not_searched,,,,not_searched,not_searched,,not_searched,,not_searched,not_searched,not_searched,not_searched,not_searched,,not_searched,not_searched,,,not_searched,,,not_searched,,,not_searched,,not_searched,,not_searched,not_searched,not_searched,not_searched,,not_searched,,,,,https://chicagokoreatimes.com/contact/,,,,,not_searched,,phase1b-v1.0
IL003,,La Raza,Illinois,Illinois,Chicago,https://laraza.com/,standalone_outlet,unclear,unclear,single_non_english,ethnic_or_racial_community,neighborhood_or_city,,not_searched,,,not_searched,not_searched,not_searched,not_searched,,,not_searched,not_searched,not_searched,,not_searched,not_searched,,,,not_searched,not_searched,,,,not_searched,not_searched,,not_searched,,,,not_searched,not_searched,,not_searched,,not_searched,not_searched,not_searched,not_searched,not_searched,,not_searched,not_searched,,,not_searched,,,not_searched,,,not_searched,,not_searched,,not_searched,not_searched,not_searched,not_searched,,not_searched,,,,,https://laraza.com/about-us/,,,,,not_searched,,phase1b-v1.0
IL018,,LATINEXT,Illinois,Illinois,Chicago metro,https://latinext.media/en/,standalone_outlet,unclear,unclear,bilingual,unclear,metro,,not_searched,,,not_searched,not_searched,not_searched,not_searched,,,not_searched,not_searched,not_searched,,not_searched,not_searched,,,,not_searched,not_searched,,,,not_searched,not_searched,,not_searched,,,,not_searched,not_searched,,not_searched,,not_searched,not_searched,not_searched,not_searched,not_searched,,not_searched,not_searched,,,not_searched,,,not_searched,,,not_searched,,not_searched,,not_searched,not_searched,not_searched,not_searched,,not_searched,,,,,https://latinext.media/en/,,,,,not_searched,,phase1b-v1.0
IN005,,Desi.Net Indianapolis,Indiana,Indiana,Indianapolis,https://desi.net/indianapolis/,standalone_outlet,unclear,unclear,unclear,unclear,neighborhood_or_city,,not_searched,,,not_searched,not_searched,not_searched,not_searched,,,not_searched,not_searched,not_searched,,not_searched,not_searched,,,,not_searched,not_searched,,,,not_searched,not_searched,,not_searched,,,,not_searched,not_searched,,not_searched,,not_searched,not_searched,not_searched,not_searched,not_searched,,not_searched,not_searched,,,not_searched,,,not_searched,,,not_searched,,not_searched,,not_searched,not_searched,not_searched,not_searched,,not_searched,,,,,https://desi.net/indianapolis/news/indianapolis-indianapolis-new-gurdwara-opens-as-ice-fears-grow-in-sikh-community-2026-09-10,,,,,not_searched,,phase1b-v1.0
IN002,,El Puente,Indiana,Indiana,South Bend / Michiana,https://www.webelpuente.com/,standalone_outlet,unclear,print,bilingual,immigrant_general,neighborhood_or_city,,not_searched,,,not_searched,not_searched,not_searched,not_searched,,,not_searched,not_searched,not_searched,,not_searched,not_searched,,,,not_searched,not_searched,,,,not_searched,not_searched,,not_searched,,,,not_searched,not_searched,,not_searched,,not_searched,not_searched,not_searched,not_searched,not_searched,,not_searched,not_searched,,,not_searched,,,not_searched,,,not_searched,,not_searched,,not_searched,not_searched,not_searched,not_searched,,not_searched,,,,,https://www.webelpuente.com/,,,,,not_searched,,phase1b-v1.0
IN001,,La Voz de Indiana,Indiana,Indiana,Indianapolis / statewide,https://www.lavozdeindiana.com/,standalone_outlet,unclear,print,bilingual,mixed_orientation,statewide,,not_searched,,,not_searched,not_searched,not_searched,not_searched,,,not_searched,not_searched,not_searched,,not_searched,not_searched,,,,not_searched,not_searched,,,,not_searched,not_searched,,not_searched,,,,not_searched,not_searched,,not_searched,,not_searched,not_searched,not_searched,not_searched,not_searched,,not_searched,not_searched,,,not_searched,,,not_searched,,,not_searched,,not_searched,,not_searched,not_searched,not_searched,not_searched,,not_searched,,,,,https://www.lavozdeindiana.com/untitled,,,,,not_searched,,phase1b-v1.0
IN004,,Macedonian Tribune,Indiana,Indiana,Fort Wayne,https://macedonian.org/tribune-online/,standalone_outlet,unclear,print,unclear,diaspora_national_origin,transnational_or_diaspora,,not_searched,,,not_searched,not_searched,not_searched,not_searched,,,not_searched,not_searched,not_searched,,not_searched,not_searched,,,,not_searched,not_searched,,,,not_searched,not_searched,,not_searched,,,,not_searched,not_searched,,not_searched,,not_searched,not_searched,not_searched,not_searched,not_searched,,not_searched,not_searched,,,not_searched,,,not_searched,,,not_searched,,not_searched,,not_searched,not_searched,not_searched,not_searched,,not_searched,,,,,https://macedonian.org/tribune-online/,,,,,not_searched,,phase1b-v1.0
IN003,,Telemundo Indy,Indiana,Indiana,Indianapolis / statewide,https://telemundoindy.com/,standalone_outlet,unclear,mixed_platform,single_non_english,language_community,statewide,,not_searched,,,not_searched,not_searched,not_searched,not_searched,,,not_searched,not_searched,not_searched,,not_searched,not_searched,,,,not_searched,not_searched,,,,not_searched,not_searched,,not_searched,,,,not_searched,not_searched,,not_searched,,not_searched,not_searched,not_searched,not_searched,not_searched,,not_searched,not_searched,,,not_searched,,,not_searched,,,not_searched,,not_searched,,not_searched,not_searched,not_searched,not_searched,,not_searched,,,,,https://telemundoindy.com/,,,,,not_searched,,phase1b-v1.0
IA003,,Common Thread Iowa,Iowa,Iowa,Statewide,,hosted_program,unclear,social_first,unclear,mixed_orientation,statewide,,not_searched,,,not_searched,not_searched,not_searched,not_searched,,,not_searched,not_searched,not_searched,,not_searched,not_searched,,,,not_searched,not_searched,,,,not_searched,not_searched,,not_searched,,,,not_searched,not_searched,,not_searched,,not_searched,not_searched,not_searched,not_searched,not_searched,,not_searched,not_searched,,,not_searched,,,not_searched,,,not_searched,,not_searched,,not_searched,not_searched,not_searched,not_searched,,not_searched,,,,,https://iowastartingline.com/news/common-thread-iowa-refugee-stories/,,,,,not_searched,,phase1b-v1.0
IA002,,Hola Iowa,Iowa,Iowa,Des Moines / statewide,https://holaamericanews.com/,standalone_outlet,unclear,unclear,bilingual,unclear,statewide,,not_searched,,,not_searched,not_searched,not_searched,not_searched,,,not_searched,not_searched,not_searched,,not_searched,not_searched,,,,not_searched,not_searched,,,,not_searched,not_searched,,not_searched,,,,not_searched,not_searched,,not_searched,,not_searched,not_searched,not_searched,not_searched,not_searched,,not_searched,not_searched,,,not_searched,,,not_searched,,,not_searched,,not_searched,,not_searched,not_searched,not_searched,not_searched,,not_searched,,,,,https://holaamericanews.com/25-years-of-hola-america-a-legacy-of-service-growth-and-community/,,,,,not_searched,,phase1b-v1.0
IA001,,La Prensa Iowa,Iowa,Iowa,Denison / Western & Central Iowa,https://www.laprensaiowa.com/,standalone_outlet,unclear,print,single_non_english,ethnic_or_racial_community,neighborhood_or_city,,not_searched,,,not_searched,not_searched,not_searched,not_searched,,,not_searched,not_searched,not_searched,,not_searched,not_searched,,,,not_searched,not_searched,,,,not_searched,not_searched,,not_searched,,,,not_searched,not_searched,,not_searched,,not_searched,not_searched,not_searched,not_searched,not_searched,,not_searched,not_searched,,,not_searched,,,not_searched,,,not_searched,,not_searched,,not_searched,not_searched,not_searched,not_searched,,not_searched,,,,,https://www.laprensaiowa.com/about-us/,,,,,not_searched,,phase1b-v1.0
KS002,,KWCH Spanish-language news program,Kansas,Kansas,Wichita / statewide,https://www.kwch.com/,hosted_program,unclear,television,single_non_english,language_community,statewide,,not_searched,,,not_searched,not_searched,not_searched,not_searched,,,not_searched,not_searched,not_searched,,not_searched,not_searched,,,,not_searched,not_searched,,,,not_searched,not_searched,,not_searched,,,,not_searched,not_searched,,not_searched,,not_searched,not_searched,not_searched,not_searched,not_searched,,not_searched,not_searched,,,not_searched,,,not_searched,,,not_searched,,not_searched,,not_searched,not_searched,not_searched,not_searched,,not_searched,,,,,https://www.kwch.com/authors/AnaValdez/,,,,,not_searched,,phase1b-v1.0
KS003,,La Grande 1340 AM,Kansas,Kansas,"Kansas City, Kansas / metro",https://lagrande1340kc.com/,standalone_outlet,unclear,radio,single_non_english,ethnic_or_racial_community,metro,,not_searched,,,not_searched,not_searched,not_searched,not_searched,,,not_searched,not_searched,not_searched,,not_searched,not_searched,,,,not_searched,not_searched,,,,not_searched,not_searched,,not_searched,,,,not_searched,not_searched,,not_searched,,not_searched,not_searched,not_searched,not_searched,not_searched,,not_searched,not_searched,,,not_searched,,,not_searched,,,not_searched,,not_searched,,not_searched,not_searched,not_searched,not_searched,,not_searched,,,,,https://lagrande1340kc.com/,,,,,not_searched,,phase1b-v1.0
KS001,,Planeta Venus,Kansas,Kansas,Wichita / statewide,https://www.planetavenus.online/,standalone_outlet,unclear,unclear,bilingual,unclear,statewide,,not_searched,,,not_searched,not_searched,not_searched,not_searched,,,not_searched,not_searched,not_searched,,not_searched,not_searched,,,,not_searched,not_searched,,,,not_searched,not_searched,,not_searched,,,,not_searched,not_searched,,not_searched,,not_searched,not_searched,not_searched,not_searched,not_searched,,not_searched,not_searched,,,not_searched,,,not_searched,,,not_searched,,not_searched,,not_searched,not_searched,not_searched,not_searched,,not_searched,,,,,https://www.planetavenus.online/pvythejournal,,,,,not_searched,,phase1b-v1.0
KY001,,Al Día en América,Kentucky,Kentucky,Louisville / Kentuckiana,https://www.aldiaenamerica.com/,standalone_outlet,unclear,print,single_non_english,ethnic_or_racial_community,neighborhood_or_city,,not_searched,,,not_searched,not_searched,not_searched,not_searched,,,not_searched,not_searched,not_searched,,not_searched,not_searched,,,,not_searched,not_searched,,,,not_searched,not_searched,,not_searched,,,,not_searched,not_searched,,not_searched,,not_searched,not_searched,not_searched,not_searched,not_searched,,not_searched,not_searched,,,not_searched,,,not_searched,,,not_searched,,not_searched,,not_searched,not_searched,not_searched,not_searched,,not_searched,,,,,https://www.aldiaenamerica.com/2026/08/30/22-anos-de-al-dia-en-america/,,,,,not_searched,,phase1b-v1.0
KY002,,El Kentubano,Kentucky,Kentucky,Louisville / Lexington,https://www.elkentubano.com/,standalone_outlet,unclear,mixed_platform,unclear,diaspora_national_origin,transnational_or_diaspora,,not_searched,,,not_searched,not_searched,not_searched,not_searched,,,not_searched,not_searched,not_searched,,not_searched,not_searched,,,,not_searched,not_searched,,,,not_searched,not_searched,,not_searched,,,,not_searched,not_searched,,not_searched,,not_searched,not_searched,not_searched,not_searched,not_searched,,not_searched,not_searched,,,not_searched,,,not_searched,,,not_searched,,not_searched,,not_searched,not_searched,not_searched,not_searched,,not_searched,,,,,https://www.elkentubano.com/edicion-digital/,,,,,not_searched,,phase1b-v1.0
LA001,,Jambalaya News,Louisiana,Louisiana,Metairie / Greater New Orleans,https://www.jambalayanews.com/,standalone_outlet,unclear,radio,single_non_english,immigrant_general,metro,,not_searched,,,not_searched,not_searched,not_searched,not_searched,,,not_searched,not_searched,not_searched,,not_searched,not_searched,,,,not_searched,not_searched,,,,not_searched,not_searched,,not_searched,,,,not_searched,not_searched,,not_searched,,not_searched,not_searched,not_searched,not_searched,not_searched,,not_searched,not_searched,,,not_searched,,,not_searched,,,not_searched,,not_searched,,not_searched,not_searched,not_searched,not_searched,,not_searched,,,,,https://www.fox8live.com/2026/07/08/historian-uncovers-new-orleans-longtime-spanish-newspaper-history/,,,,,not_searched,,phase1b-v1.0
LA005,,New Orleans Mới,Louisiana,Louisiana,New Orleans / Vietnamese diaspora,https://www.vietneworleans.com/,standalone_outlet,nonprofit,unclear,single_non_english,diaspora_national_origin,transnational_or_diaspora,,not_searched,,,not_searched,not_searched,not_searched,not_searched,,,not_searched,not_searched,not_searched,,not_searched,not_searched,,,,not_searched,not_searched,,,,not_searched,not_searched,,not_searched,,,,not_searched,not_searched,,not_searched,,not_searched,not_searched,not_searched,not_searched,not_searched,,not_searched,not_searched,,,not_searched,,,not_searched,,,not_searched,,not_searched,,not_searched,not_searched,not_searched,not_searched,,not_searched,,,,,https://www.vietneworleans.com/,,,,,not_searched,,phase1b-v1.0
LA002,,Telemundo 42 New Orleans,Louisiana,Louisiana,Metairie / Southeast Louisiana,https://telemundoneworleans.com/,network_affiliate_or_local_station,unclear,television,single_non_english,ethnic_or_racial_community,neighborhood_or_city,,not_searched,,,not_searched,not_searched,not_searched,not_searched,,,not_searched,not_searched,not_searched,,not_searched,not_searched,,,,not_searched,not_searched,,,,not_searched,not_searched,,not_searched,,,,not_searched,not_searched,,not_searched,,not_searched,not_searched,not_searched,not_searched,not_searched,,not_searched,not_searched,,,not_searched,,,not_searched,,,not_searched,,not_searched,,not_searched,not_searched,not_searched,not_searched,,not_searched,,,,,https://telemundoneworleans.com/nosotros/,,,,,not_searched,,phase1b-v1.0
LA003,,Tropical 105.7 FM / KGLA,Louisiana,Louisiana,New Orleans / Southeast Louisiana,https://tropical1057.us/,standalone_outlet,for_profit_private,radio,single_non_english,ethnic_or_racial_community,neighborhood_or_city,,not_searched,,,not_searched,not_searched,not_searched,not_searched,,,not_searched,not_searched,not_searched,,not_searched,not_searched,,,,not_searched,not_searched,,,,not_searched,not_searched,,not_searched,,,,not_searched,not_searched,,not_searched,,not_searched,not_searched,not_searched,not_searched,not_searched,,not_searched,not_searched,,,not_searched,,,not_searched,,,not_searched,,not_searched,,not_searched,not_searched,not_searched,not_searched,,not_searched,,,,,https://tropical1057.us/,,,,,not_searched,,phase1b-v1.0
LA004,,VIVA NOLA Magazine,Louisiana,Louisiana,Metairie / Greater New Orleans,https://vivanolamag.com/,standalone_outlet,unclear,print,bilingual,unclear,metro,,not_searched,,,not_searched,not_searched,not_searched,not_searched,,,not_searched,not_searched,not_searched,,not_searched,not_searched,,,,not_searched,not_searched,,,,not_searched,not_searched,,not_searched,,,,not_searched,not_searched,,not_searched,,not_searched,not_searched,not_searched,not_searched,not_searched,,not_searched,not_searched,,,not_searched,,,not_searched,,,not_searched,,not_searched,,not_searched,not_searched,not_searched,not_searched,,not_searched,,,,,https://vivanolamag.com/about-me/,,,,,not_searched,,phase1b-v1.0
ME001,,Amjambo Africa,Maine,Maine,Portland / Lewiston / statewide,https://www.amjamboafrica.com/,standalone_outlet,nonprofit,unclear,multilingual,immigrant_general,statewide,,not_searched,,,not_searched,not_searched,not_searched,not_searched,,,not_searched,not_searched,not_searched,,not_searched,not_searched,,,,not_searched,not_searched,,,,not_searched,not_searched,,not_searched,,,,not_searched,not_searched,,not_searched,,not_searched,not_searched,not_searched,not_searched,not_searched,,not_searched,not_searched,,,not_searched,,,not_searched,,,not_searched,,not_searched,,not_searched,not_searched,not_searched,not_searched,,not_searched,,,,,https://www.amjamboafrica.com/about-us/,,,,,not_searched,,phase1b-v1.0
ME002,,Maine Public News Connect,Maine,Maine,Statewide,https://www.mainepublic.org/about-maine-public-news-connect,hosted_language_product,unclear,newsletter,language_specific_product_within_host,language_community,statewide,,not_searched,,,not_searched,not_searched,not_searched,not_searched,,,not_searched,not_searched,not_searched,,not_searched,not_searched,,,,not_searched,not_searched,,,,not_searched,not_searched,,not_searched,,,,not_searched,not_searched,,not_searched,,not_searched,not_searched,not_searched,not_searched,not_searched,,not_searched,not_searched,,,not_searched,,,not_searched,,,not_searched,,not_searched,,not_searched,not_searched,not_searched,not_searched,,not_searched,,,,,https://www.mainepublic.org/about-maine-public-news-connect,,,,,not_searched,,phase1b-v1.0
