evidence_id,outlet_id,organization_id,field_name,coded_value,evidence_text,source_url,source_type,evidence_date,date_checked,coding_confidence,notes,source_batch,source_row
EVID000088,NY004,,network_memberships,Institute for Nonprofit News;LION Publishers,Fi2W explicitly states membership in INN and LION Publishers.,https://www.fi2w.org/about-us/,official_outlet_site,,,requires_manual_review,Migrated from legacy enrichment batch without inventing missing evidence-date/check-date metadata; review before canonical analytical merge.,priority_batch03.csv,7
EVID000089,NY004,,network_membership_status,verified_member,Formal membership is explicitly disclosed.,https://www.fi2w.org/about-us/,official_outlet_site,,,requires_manual_review,Migrated from legacy enrichment batch without inventing missing evidence-date/check-date metadata; review before canonical analytical merge.,priority_batch03.csv,8
EVID000090,NY004,,revenue_model,philanthropy_or_grants_primary,Public materials identify foundation support individual donors and NewsMatch contributions.,https://www.fi2w.org/a-letter-from-our-managing-director/,official_outlet_site,,,requires_manual_review,Migrated from legacy enrichment batch without inventing missing evidence-date/check-date metadata; review before canonical analytical merge.,priority_batch03.csv,9
EVID000091,NY004,,revenue_sources_public,foundation_grants;individual_donations;matching_campaigns,Foundation and donor support are explicitly disclosed.,https://www.fi2w.org/a-letter-from-our-managing-director/,official_outlet_site,,,requires_manual_review,Migrated from legacy enrichment batch without inventing missing evidence-date/check-date metadata; review before canonical analytical merge.,priority_batch03.csv,10
EVID000092,NY004,,funders_publicly_named,yes,Current and recent named supporters are publicly disclosed.,https://www.fi2w.org/a-letter-from-our-managing-director/,official_outlet_site,,,requires_manual_review,Migrated from legacy enrichment batch without inventing missing evidence-date/check-date metadata; review before canonical analytical merge.,priority_batch03.csv,11
EVID000093,NY004,,named_funders,John D. and Catherine T. MacArthur Foundation;Ford Foundation;Fernandez Pave the Way Foundation;NewsMatch contributors,Named funders from the public managing-director letter.,https://www.fi2w.org/a-letter-from-our-managing-director/,official_outlet_site,,,requires_manual_review,Migrated from legacy enrichment batch without inventing missing evidence-date/check-date metadata; review before canonical analytical merge.,priority_batch03.csv,12
EVID000094,NY004,,safety_support_status,training_or_guidance_disclosed,Managing editor describes routine risk assessment and safety planning for reporters covering ICE.,https://www.fi2w.org/who-tells-the-story-and-whose-story-is-it-values-and-practices-when-reporting-on-ice/,official_outlet_site,,,requires_manual_review,Migrated from legacy enrichment batch without inventing missing evidence-date/check-date metadata; review before canonical analytical merge.,priority_batch03.csv,13
EVID000095,NY004,,safety_support_types,physical_safety;legal_risk_assessment;field_reporting_protocols,Public article describes assessment of physical legal and personal threats before field assignments.,https://www.fi2w.org/who-tells-the-story-and-whose-story-is-it-values-and-practices-when-reporting-on-ice/,official_outlet_site,,,requires_manual_review,Migrated from legacy enrichment batch without inventing missing evidence-date/check-date metadata; review before canonical analytical merge.,priority_batch03.csv,14
EVID000096,NY004,,legal_support_status,not_publicly_disclosed,Fi2W explicitly described lacking local legal support for a planned Colorado assignment; this does not establish absence of all legal support organization-wide.,https://www.fi2w.org/who-tells-the-story-and-whose-story-is-it-values-and-practices-when-reporting-on-ice/,official_outlet_site,,,requires_manual_review,Migrated from legacy enrichment batch without inventing missing evidence-date/check-date metadata; review before canonical analytical merge.,priority_batch03.csv,15
EVID000097,NY004,,editorial_policy_public,yes,Fi2W publishes an explicit editorial-independence statement.,https://www.fi2w.org/about-us/,official_outlet_site,,,requires_manual_review,Migrated from legacy enrichment batch without inventing missing evidence-date/check-date metadata; review before canonical analytical merge.,priority_batch03.csv,16
EVID000098,NY004,,financial_security_note,Fi2W describes itself as a small newsroom sustained by foundations and individual donors and participating in NewsMatch; public evidence supports nonprofit/philanthropic dependence but not a precise current revenue concentration measure.,Use current donor/funder evidence without inferring insolvency or financial instability.,https://www.fi2w.org/a-letter-from-our-managing-director-2025/,official_outlet_site,,,requires_manual_review,Migrated from legacy enrichment batch without inventing missing evidence-date/check-date metadata; review before canonical analytical merge.,priority_batch03.csv,17
EVID000099,CA017,,legal_organizational_form,fiscally_sponsored_project,ChicoSol states that North Valley Community Foundation is its fiscal sponsor while it pursues independent 501(c)(3) status as Sol News.,https://chicosol.org/about/,official_outlet_site,,,requires_manual_review,Migrated from legacy enrichment batch without inventing missing evidence-date/check-date metadata; review before canonical analytical merge.,priority_batch03.csv,18
EVID000100,CA017,,parent_or_host_name,North Valley Community Foundation,Fiscal sponsor is explicitly identified.,https://chicosol.org/about/,official_outlet_site,,,requires_manual_review,Migrated from legacy enrichment batch without inventing missing evidence-date/check-date metadata; review before canonical analytical merge.,priority_batch03.csv,19
EVID000101,CA017,,governing_board_public,yes,Current community-led advisory board is publicly listed.,https://chicosol.org/about/,official_outlet_site,,,requires_manual_review,Migrated from legacy enrichment batch without inventing missing evidence-date/check-date metadata; review before canonical analytical merge.,priority_batch03.csv,20
EVID000102,CA017,,revenue_model,donations_primary,ChicoSol states that it depends largely on tax-deductible donor contributions to its NVCF fund for operating expenses and writer stipends.,https://chicosol.org/about/,official_outlet_site,,,requires_manual_review,Migrated from legacy enrichment batch without inventing missing evidence-date/check-date metadata; review before canonical analytical merge.,priority_batch03.csv,21
EVID000103,CA017,,revenue_sources_public,individual_donations;parent_or_host_support,Donations through fiscal sponsor are the primary publicly disclosed support mechanism.,https://chicosol.org/about/,official_outlet_site,,,requires_manual_review,Migrated from legacy enrichment batch without inventing missing evidence-date/check-date metadata; review before canonical analytical merge.,priority_batch03.csv,22
EVID000104,CA017,,financial_security_note,ChicoSol publicly states that operating expenses and writer stipends depend largely on donor contributions through its fiscal sponsor; this is evidence of donor dependence but not a finding of financial distress.,Preserve distinction between dependence and demonstrated instability.,https://chicosol.org/about/,official_outlet_site,,,requires_manual_review,Migrated from legacy enrichment batch without inventing missing evidence-date/check-date metadata; review before canonical analytical merge.,priority_batch03.csv,23
EVID000105,CA017,,editorial_policy_public,yes,ChicoSol states that it maintains full editorial independence from its fiscal sponsor.,https://chicosol.org/about/,official_outlet_site,,,requires_manual_review,Migrated from legacy enrichment batch without inventing missing evidence-date/check-date metadata; review before canonical analytical merge.,priority_batch03.csv,24
EVID000106,CA017,,public_contact_available,yes_general,Public site provides organizational contact and board information.,https://chicosol.org/about/,official_outlet_site,,,requires_manual_review,Migrated from legacy enrichment batch without inventing missing evidence-date/check-date metadata; review before canonical analytical merge.,priority_batch03.csv,25
EVID000107,AR002,,founding_year,2015,The paper was established in print in Springdale in 2015 and moved online in 2020.,https://chikinmelele.com/celebrating-5-years-of-chikin-melele-news/,official_outlet_site,,,requires_manual_review,Migrated from legacy enrichment batch without inventing missing evidence-date/check-date metadata; review before canonical analytical merge.,priority_batch03.csv,26
EVID000108,AR002,,founder_or_origin_note,Founded by two Marshallese men in Springdale Arkansas; rights transferred to executive editor Melanie Carbine in 2023,Institutional history is explicitly described by the outlet.,https://chikinmelele.com/celebrating-5-years-of-chikin-melele-news/,official_outlet_site,,,requires_manual_review,Migrated from legacy enrichment batch without inventing missing evidence-date/check-date metadata; review before canonical analytical merge.,priority_batch03.csv,27
EVID000109,AR002,,ownership_structure,independent_owner_operated,Executive editor states that all rights were purchased and transferred to her in 2023; no broader corporate parent is identified.,https://chikinmelele.com/celebrating-5-years-of-chikin-melele-news/,official_outlet_site,,,requires_manual_review,Migrated from legacy enrichment batch without inventing missing evidence-date/check-date metadata; review before canonical analytical merge.,priority_batch03.csv,28
EVID000110,AR002,,public_staff_count,not_publicly_disclosed,Outlet describes itself as a small group of writers and translators but does not provide a precise current headcount on this page.,https://chikinmelele.com/celebrating-5-years-of-chikin-melele-news/,official_outlet_site,,,requires_manual_review,Migrated from legacy enrichment batch without inventing missing evidence-date/check-date metadata; review before canonical analytical merge.,priority_batch03.csv,29
EVID000111,AR002,,staff_size_band,unclear,Public evidence supports a small-team description but not a defensible numeric band.,https://chikinmelele.com/celebrating-5-years-of-chikin-melele-news/,official_outlet_site,,,requires_manual_review,Migrated from legacy enrichment batch without inventing missing evidence-date/check-date metadata; review before canonical analytical merge.,priority_batch03.csv,30
EVID000112,AR002,,governing_board_public,yes,Five-member editorial advisory board is publicly listed.,https://chikinmelele.com/how-we-report-and-who-guides-our-work/,official_outlet_site,,,requires_manual_review,Migrated from legacy enrichment batch without inventing missing evidence-date/check-date metadata; review before canonical analytical merge.,priority_batch03.csv,31
EVID000113,AR002,,editorial_policy_public,yes,Outlet explains the advisory board's role in supporting fairness accuracy respect and editorial independence.,https://chikinmelele.com/how-we-report-and-who-guides-our-work/,official_outlet_site,,,requires_manual_review,Migrated from legacy enrichment batch without inventing missing evidence-date/check-date metadata; review before canonical analytical merge.,priority_batch03.csv,32
EVID000114,AR002,,financial_security_note,Current public pages do not disclose sufficient budget or revenue information to classify revenue model or scale; retain missingness rather than infer financial precarity from small-team language.,No unsupported financial inference.,https://chikinmelele.com/celebrating-5-years-of-chikin-melele-news/,official_outlet_site,,,requires_manual_review,Migrated from legacy enrichment batch without inventing missing evidence-date/check-date metadata; review before canonical analytical merge.,priority_batch03.csv,33
